game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
0,0,-4,7,0,0,8,0,0,2006-07,0,0,1,0,0,NHL,14.3,0,0,0,0,21,0,6:44,[],1,0,1,54,NYR
4,22,11,121,1,0,61,15,1,2007-08,14,0,14,3,10,NHL,11.6,1,86,50.0,26,22,200,12:59,"[{'link': '/awards/voting-2008.html#calder', 'name': 'Calder-12'}]",29,16,11,792,NYR
4,17,-6,115,0,0,64,11,0,2008-09,10,0,10,3,15,NHL,8.7,1,84,0,25,23,197,13:15,[],21,20,7,848,TOT
4,15,-2,96,0,0,52,9,0,2008-09,8,0,10,3,15,NHL,10.4,1,73,0,19,23,166,13:03,[],19,17,7,679,NYR
0,2,-4,19,0,0,12,2,0,2008-09,2,0,0,0,0,NHL,0.0,0,11,0,6,23,31,14:09,[],2,3,0,170,PHX
2,14,1,96,1,0,66,18,0,2009-10,13,0,14,4,18,NHL,14.6,5,66,0.0,32,24,195,14:32,[],32,22,10,960,CGY
0,6,-6,12,0,0,13,1,0,2010-11,1,0,0,0,0,NHL,0.0,0,19,0,3,25,20,9:49,[],1,3,0,128,TOT
0,6,-6,9,0,0,9,1,0,2010-11,1,0,0,0,0,NHL,0.0,0,11,0,2,25,15,11:11,[],1,3,0,101,ATL
0,0,0,3,0,0,4,0,0,2010-11,0,0,0,0,0,NHL,0.0,0,8,0,1,25,5,6:44,[],0,0,0,27,MTL
