assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,2001-02,22,15,9,Kootenay Ice,16,8,3,WHL
1,2001-02,4,2,1,Kootenay Ice,16,4,1,M-Cup
8,2002-03,11,12,4,Kootenay Ice,17,6,-4,WHL
2,2003-04,4,3,1,Kootenay Ice,18,10,-8,WHL
10,2004-05,12,15,5,Kootenay Ice,19,5,1,WHL
6,2005-06,13,12,6,Hartford Wolf Pack,20,9,4,AHL
6,2006-07,7,11,5,Hartford Wolf Pack,21,9,5,AHL
8,2010-11,20,22,14,Hamilton Bulldogs,25,8,4,AHL
2,2011-12,7,3,1,Barys Astana,26,2,0,KHL
2,2012-13,7,9,7,Barys Astana,27,4,0,KHL
