year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1978-79,16,20,17,31,0,ON-Jr.B,42,Stratford Cullitons,51
1979-80,17,8,47,20,0,OMJHL,68,Peterborough Petes,28
1980-81,18,9,144,48,0,OMJHL,68,Peterborough Petes,57
1981-82,19,2,4,2,0,CHL,8,Dallas Black Hawks,4
1981-82,19,7,58,35,0,OHL,41,2 Teams,42
1981-82,19,1,25,9,0,OHL,14,Peterborough Petes,10
1981-82,19,6,33,26,0,OHL,27,Niagara Falls Flyers,32
1982-83,20,4,20,15,0,AHL,76,Fredericton Express,19
1983-84,21,1,27,6,0,AHL,27,Fredericton Express,7
1984-85,22,1,58,11,0,AHL,47,Fredericton Express,12
1985-86,23,3,60,9,0,AHL,73,Fredericton Express,12
