won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,7,CGY,336,28,3,119,0,16,4,-2.55,0,0,2,0,.500,0,2,.906,2014-15,171,2.86,0,155
