age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
29,,0.0,0,0,-1,NHL,7,0,1996-97,0,2,0,,0,4,,OTT,0
30,,0.0,0,1,-3,NHL,11,0,1997-98,0,6,0,,0,17,,OTT,1
31,,0.0,0,0,-1,NHL,2,0,1998-99,0,2,0,17:30,0,0,35,OTT,0
32,,0.0,0,1,0,NHL,4,0,1999-00,0,2,0,15:11,0,0,61,FLA,1
