pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Little Caesars U16,0,0,0,T1EHL U16,0,2012-13,14,0
43,Little Caesars U16,7,0,18,HPHL U16,25,2012-13,14,11
0,Team Purple,3,0,5,USA-S15,5,2013-14,15,2
0,Team GTHL Red,0,0,0,OGC-16,0,2013-14,15,0
4,Canada Ontario U17,3,0,4,WHC-17,5,2013-14,15,1
0,Toronto Jr. Canadi. Mn Mdgt AAA,0,0,0,OHL Cup,0,2013-14,15,0
28,Toronto Jr. Canadi. Mn Mdgt AAA,27,0,43,GTMMHL,29,2013-14,15,16
0,Team Gold,0,0,1,U17-Dev,3,2014-15,16,1
37,Sarnia Sting,17,-11,33,OHL,42,2014-15,16,16
0,Canada White U17,0,0,0,WHC-17,0,2014-15,16,0
51,Sarnia Sting,38,23,49,OHL,62,2015-16,17,11
0,OHL All-Stars,0,0,0,Jr Super Ser,1,2015-16,17,0
8,Canada U18,3,5,4,WJC-18,7,2015-16,17,1
