pim,team,assists,plus_minus,points,league,games_played,year,age,goals
59,Austin Mavericks,40,0,75,USHL,48,1984-85,19,35
16,Rochester Mustangs,36,0,58,USHL,40,1985-86,20,22
8,U. of Wisconsin-Stevens Point,21,0,42,NCHA,29,1986-87,21,21
16,U. of Wisconsin-Stevens Point,26,0,51,NCHA,31,1987-88,22,25
40,U. of Wisconsin-Stevens Point,47,0,80,NCHA,41,1988-89,23,33
20,U. of Wisconsin-Stevens Point,26,0,43,NCHA,35,1989-90,24,17
14,Maine Mariners,33,0,57,AHL,72,1990-91,25,24
39,Maine Mariners,32,0,59,AHL,74,1991-92,26,27
0,Utica Devils,0,0,0,AHL,2,1992-93,27,0
6,2 Teams,8,0,16,IHL,37,1992-93,27,8
4,Cincinnati Cyclones,6,0,14,IHL,30,1992-93,27,8
2,Fort Wayne Komets,2,0,2,IHL,7,1992-93,27,0
24,2 Teams,41,0,68,ECHL,63,1993-94,28,27
12,Raleigh IceCaps,21,0,35,ECHL,36,1993-94,28,14
12,Hampton Roads Admirals,20,0,33,ECHL,27,1993-94,28,13
36,San Diego Gulls,56,0,87,WCHL,56,1995-96,30,31
0,Phoenix Mustangs,2,1,4,WCHL,8,1998-99,33,2
18,Bakersfield Condors,17,-5,30,WCHL,43,1999-00,34,13
37,Long Beach Ice Dogs,23,0,45,WCHL,61,2000-01,35,22
