assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
52,2,24,30,21:00,6.0,1.0,14,1701,34,LW,7.0,17,CBJ,/players/w/whitnra01.html,1,22,8,-26,Ray Whitney,10.2,2003,76,2,81,235
48,5,20,33,19:52,5.1,1.7,10,1569,25,C,6.9,21,CBJ,/players/c/cassean01.html,2,30,9,-4,Andrew Cassels,17.7,2003,68,1,79,113
33,2,34,30,18:44,6.6,1.7,17,1536,11,LW,8.3,21,CBJ,/players/s/sandege01.html,1,34,15,-4,Geoff Sanderson,11.9,2003,67,2,82,286
26,4,20,28,16:20,3.5,2.1,15,1291,6,LW,5.6,19,CBJ,/players/v/vyborda01.html,1,16,4,12,David Vyborny,16.0,2003,46,1,79,125
36,1,9,28,24:47,3.7,2.8,4,2007,20,D,6.6,14,CBJ,/players/s/spaceja01.html,2,70,5,-23,Jaroslav Spacek,5.4,2003,45,0,81,166
25,3,18,31,19:08,2.6,0.9,6,1435,7,C,3.5,15,CBJ,/players/s/sillimi01.html,3,52,9,-21,Mike Sillinger,14.1,2003,43,3,75,128
22,2,17,18,13:57,3.2,0.1,11,1032,10,LW,3.3,12,CBJ,/players/n/nashri01.html,0,78,6,-27,Rick Nash,11.0,2003,39,0,74,154
11,3,19,29,16:07,2.1,0.3,14,1129,1,C,2.5,10,CBJ,/players/w/wrighty01.html,0,113,3,-25,Tyler Wright,17.6,2003,30,2,70,108
20,2,8,29,13:56,1.3,0.8,5,920,6,RW,2.1,14,CBJ,/players/m/marshgr01.html,0,71,3,-8,Grant Marshall,8.3,2003,28,0,66,96
10,2,11,28,11:28,1.8,0.5,9,585,1,C,2.4,9,CBJ,/players/p/pirjela01.html,0,12,2,-4,Lasse Pirjeta,13.8,2003,21,0,51,80
13,2,4,24,14:52,1.4,1.1,1,788,5,D,2.6,8,CBJ,/players/w/walsede01.html,0,34,3,-9,Derrick Walser,4.7,2003,17,0,53,86
14,0,2,20,18:45,0.5,1.4,2,1350,6,D,1.9,7,CBJ,/players/k/kleslro01.html,1,71,0,-22,Rostislav Klesla,2.2,2003,16,0,72,89
6,0,7,30,11:32,-0.4,0.0,6,899,1,RW,-0.3,4,CBJ,/players/p/prongse01.html,1,72,1,-26,Sean Pronger,10.4,2003,13,0,78,67
13,0,0,33,23:32,-0.6,3.2,0,1929,0,D,2.6,11,CBJ,/players/r/richalu01.html,2,73,0,-16,Luke Richardson,0.0,2003,13,0,82,56
4,1,5,31,16:44,0.1,0.0,2,519,1,C,0.1,3,CBJ,/players/k/knutses01.html,0,20,3,-15,Espen Knutsen,17.9,2003,9,0,31,28
5,0,4,25,11:49,0.3,0.0,4,402,0,RW,0.3,5,CBJ,/players/d/davidma01.html,0,18,0,-12,Matt Davidson,14.3,2003,9,0,34,28
5,0,4,27,10:02,0.4,0.0,4,361,1,RW,0.4,4,CBJ,/players/h/hyvonha01.html,0,22,0,-11,Hannes Hyvonen,8.3,2003,9,0,36,48
7,0,0,25,18:41,0.0,1.5,0,728,1,D,1.4,5,CBJ,/players/w/westcdu01.html,1,77,0,-3,Duvie Westcott,0.0,2003,7,0,39,27
2,0,3,28,7:56,0.1,0.1,3,278,0,RW,0.2,2,CBJ,/players/l/lingda01.html,0,86,0,-6,David Ling,8.1,2003,5,0,35,37
4,0,1,26,6:08,-0.5,0.3,1,417,0,LW,-0.2,4,CBJ,/players/s/shelljo01.html,0,249,0,-5,Jody Shelley,2.6,2003,5,0,68,39
2,0,1,26,14:52,-0.1,-0.1,1,178,0,RW,-0.1,2,CBJ,/players/k/kallito01.html,0,8,0,-7,Tomi Kallio,5.0,2003,3,0,12,20
1,0,1,29,18:29,0.1,0.1,0,259,1,D,0.2,0,CBJ,/players/v/vanimda01.html,0,10,0,-6,Darren Van Impe,9.1,2003,2,1,14,11
0,0,1,25,13:38,-0.4,0.8,1,559,0,D,0.4,0,CBJ,/players/g/grandje01.html,0,64,0,-6,Jean-Luc Grand-Pierre,3.1,2003,1,0,41,32
1,0,0,27,11:57,-0.5,0.1,0,574,0,D,-0.4,1,CBJ,/players/a/allisja01.html,0,99,0,-15,Jamie Allison,0.0,2003,1,0,48,23
1,0,0,30,20:01,-1.2,1.2,0,1221,0,D,0.0,1,CBJ,/players/l/lachasc01.html,0,46,0,-20,Scott Lachance,0.0,2003,1,0,61,35
1,0,0,22,9:15,-0.2,-0.1,0,111,0,C,-0.3,1,CBJ,/players/n/nedoran01.html,0,4,0,-6,Andrej Nedorost,0.0,2003,1,0,12,10
0,0,0,25,7:01,-0.1,0.0,0,21,0,C,0.0,0,CBJ,/players/b/bellebl01.html,0,0,0,0,Blake Bellefeuille,,2003,0,0,3,0
0,0,0,26,6:57,0.0,0.0,0,7,0,LW,-0.1,0,CBJ,/players/d/darchma01.html,0,0,0,-1,Mathieu Darche,,2003,0,0,1,0
0,0,0,25,58:35,0.0,0.0,0,4511,0,G,13.2,0,CBJ,/players/d/denisma01.html,0,6,0,0,Marc Denis,,2003,0,0,77,0
0,0,0,39,10:40,-0.1,0.1,0,43,0,RW,-0.1,0,CBJ,/players/d/dineeke01.html,0,12,0,0,Kevin Dineen,0.0,2003,0,0,4,7
0,0,0,30,41:00,0.0,0.0,0,451,0,G,0.8,0,CBJ,/players/l/labbeje01.html,0,2,0,0,Jean-Francois Labbe,,2003,0,0,11,0
0,0,0,23,13:02,-0.1,0.2,0,104,0,D,0.1,0,CBJ,/players/m/mannipa01.html,0,2,0,0,Paul Manning,0.0,2003,0,0,8,4
0,0,0,23,8:40,-0.1,0.0,0,26,0,RW,-0.1,0,CBJ,/players/m/mcdonke01.html,0,0,0,-1,Kent McDonell,0.0,2003,0,0,3,4
0,0,0,27,14:31,0.0,0.1,0,29,0,D,0.0,0,CBJ,/players/s/scovida01.html,0,4,0,0,Darrel Scoville,0.0,2003,0,0,2,1
