shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1992-93,0,0,,0,0,0,0,0,0,BOS,0,25,0,NHL,0,,2,0,[],0
8.3,1993-94,162,2,,0,24,0,2,-19,2,OTT,2,26,0,NHL,0,,63,4,[],0
14.3,1994-95,77,3,,0,21,0,3,0,3,TOT,3,27,0,NHL,0,,33,6,[],0
6.7,1994-95,64,1,,0,15,0,1,-2,1,OTT,1,27,0,NHL,0,,26,2,[],0
33.3,1994-95,13,2,,0,6,0,2,2,2,QUE,2,27,0,NHL,0,,7,4,[],0
17.6,1995-96,176,6,,0,34,0,6,3,6,DAL,6,28,0,NHL,0,,51,12,[],0
14.7,1996-97,105,6,,0,34,0,5,5,6,DAL,5,29,0,NHL,0,,40,11,[],0
0.0,1997-98,72,1,,0,12,0,0,-5,1,EDM,0,30,0,NHL,0,,30,1,[],0
0.0,1998-99,0,0,17,0,2,0,0,0,0,EDM,0,31,0,NHL,0,5:36,3,0,[],0
0,1999-00,2,0,2,0,0,0,0,0,0,LAK,0,32,0,NHL,0,2:14,1,0,[],0
