assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1946-47,3,2,2,Lethbridge Native Sons,17,0,0,AJHL
15,1947-48,6,21,6,Lethbridge Native Sons,18,9,0,AJHL
7,1947-48,11,11,4,Lethbridge Native Sons,18,6,0,M-Cup
2,1948-49,4,4,2,Dallas Texans,19,0,0,USHL
8,1950-51,12,14,6,Victoria Cougars,21,8,0,PCHL
4,1951-52,13,7,3,Victoria Cougars,22,12,0,PCHL
2,1953-54,5,3,1,Victoria Cougars,24,4,0,WHL
2,1954-55,5,4,2,Victoria Cougars,25,10,0,WHL
6,1956-57,6,8,2,Seattle Americans,27,4,0,WHL
4,1958-59,8,6,2,Calgary Stampeders,29,6,0,WHL
2,1962-63,5,3,1,Knoxville Knights,33,0,0,EHL
3,1963-64,5,5,2,New Haven Blades,34,2,0,EHL
2,1964-65,3,2,0,Spokane Jets,35,12,0,WIHL
