assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1946-47,11,3,2,Lethbridge Native Sons,17,4,0,AJHL
49,1947-48,27,81,32,Lethbridge Native Sons,18,22,0,AJHL
21,1948-49,34,40,19,Dallas Texans,19,76,0,USHL
0,1949-50,6,0,0,Cincinnati Mohawks,20,2,0,AHL
16,1949-50,31,31,15,Victoria Cougars,20,25,0,PCHL
58,1950-51,68,87,29,Victoria Cougars,21,64,0,PCHL
56,1951-52,68,85,29,Victoria Cougars,22,66,0,PCHL
54,1952-53,70,78,24,Victoria Cougars,23,97,0,WHL
53,1953-54,70,79,26,Victoria Cougars,24,46,0,WHL
52,1954-55,68,85,33,Victoria Cougars,25,41,0,WHL
41,1955-56,69,59,18,Seattle Americans,26,131,0,WHL
55,1956-57,70,86,31,Seattle Americans,27,70,0,WHL
41,1957-58,58,75,34,Victoria Cougars,28,51,0,WHL
74,1958-59,64,109,35,Calgary Stampeders,29,56,0,WHL
21,1959-60,33,38,17,Vancouver Canucks,30,30,0,WHL
0,1960-61,2,0,0,Vancouver Canucks,31,0,0,WHL
10,1961-62,37,16,6,L.A./Van. Canucks,32,14,0,WHL
2,1962-63,6,2,0,Vancouver Canucks,33,0,0,WHL
20,1962-63,20,27,7,Knoxville Knights,33,2,0,EHL
18,1963-64,18,29,11,New Haven Blades,34,6,0,EHL
50,1964-65,47,70,20,Spokane Jets,35,118,0,WIHL
