pim,team,assists,plus_minus,points,league,games_played,year,age,goals
57,Albany Academy Cadets,30,0,47,High-NY,25,1988-89,16,17
68,Tabor Academy Seawolves,14,0,26,High-MA,33,1989-90,17,12
91,Tabor Academy Seawolves,37,0,50,High-MA,34,1990-91,18,13
50,Boston University Terriers,13,0,17,H-East,30,1991-92,19,4
4,United States,2,0,2,WJC-A,7,1991-92,19,0
68,Boston University Terriers,11,0,20,H-East,40,1992-93,20,9
82,Boston University Terriers,27,0,35,H-East,41,1993-94,21,8
56,Boston University Terriers,22,0,27,H-East,31,1994-95,22,5
2,Brantford Smoke,2,0,3,ColHL,5,1995-96,23,1
61,Cornwall Aces,8,0,12,AHL,36,1995-96,23,4
88,Hershey Bears,45,0,56,AHL,74,1996-97,24,11
83,2 Teams,21,5,34,AHL,51,1997-98,25,13
71,Kentucky Thoroughblades,17,5,28,AHL,42,1997-98,25,11
12,Hartford Wolf Pack,4,0,6,AHL,9,1997-98,25,2
42,Hartford Wolf Pack,24,13,28,AHL,47,1998-99,26,4
110,Lowell Lock Monsters,30,-3,45,AHL,67,1999-00,27,15
146,Lowell Lock Monsters,31,10,41,AHL,69,2000-01,28,10
33,2 Teams,13,-10,19,AHL,39,2001-02,29,6
27,Milwaukee Admirals,8,-7,12,AHL,23,2001-02,29,4
6,Manchester Monarchs,5,-3,7,AHL,16,2001-02,29,2
51,Providence Bruins,29,1,32,AHL,41,2002-03,30,3
47,Providence Bruins,15,-1,27,AHL,56,2003-04,31,12
24,SC Bern,5,0,10,Swiss,23,2004-05,32,5
0,SC Langenthal,2,0,2,Swiss-2,1,2004-05,32,0
22,Augsburger Panther,5,0,9,Germany,16,2004-05,32,4
