year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1926-27,16,11,0,3,0,CCJHL,6,Calgary Canadians,14
1927-28,17,5,2,0,0,VCAHL,8,Vancouver King George,5
1929-30,19,0,0,0,0,PCHL,5,Seattle Eskimos,0
1930-31,20,10,24,10,0,AHA,42,2 Teams,20
1930-31,20,6,16,8,0,AHA,26,Chicago Shamrocks,14
1930-31,20,4,8,2,0,AHA,16,Minneapolis Millers,6
1931-32,21,17,28,16,0,AHA,46,Chicago Shamrocks,33
1932-33,22,10,20,15,0,IHL,42,Detroit/Cleveland,25
1935-36,25,3,8,10,0,Can-Am,30,Boston Cubs,13
1936-37,26,14,16,17,0,AHA,48,Tulsa Oilers,31
1937-38,27,13,19,23,0,AHA,47,Tulsa Oilers,36
1938-39,28,16,14,25,0,AHA,43,Tulsa Oilers,41
1939-40,29,19,19,18,0,AHA,44,Wichita Skyhawks,37
1940-41,30,16,14,40,0,PCHL,47,Vancouver Lions,56
1941-42,31,15,8,11,0,MCHL,31,Montreal Pats,26
1941-42,31,4,0,0,0,AHL,8,2 Teams,4
1941-42,31,1,0,0,0,AHL,2,Philadelphia Ramblers,1
1941-42,31,3,0,0,0,AHL,6,Hershey Bears,3
1942-43,32,7,11,13,0,MCHL,20,Cornwall Army,20
1942-43,32,5,0,9,0,PCHL,6,Vancouver Norvans,14
1943-44,33,0,0,0,0,PCHL,2,Vancouver St. Regis,0
1944-45,34,5,7,7,0,AHL,35,Hershey Bears,12
