game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-2,11,0,14,1,1996-97,1,0,1,0,,NHL,9.1,0,22,2,[],2,1,,TOR
0,2,3,0,6,2,1999-00,2,0,0,0,13:40,NHL,0.0,0,25,2,[],2,0,82,TOR
0,13,31,0,25,9,2000-01,6,0,1,1,15:53,NHL,3.2,3,26,4,[],10,0,397,TOR
0,1,3,0,3,0,2001-02,0,0,0,0,14:00,NHL,0.0,0,27,0,[],0,0,42,TOR
2,-7,124,0,67,23,2002-03,18,0,5,1,20:55,NHL,4.0,5,28,26,[],28,4,1401,CHI
1,-12,183,0,75,20,2003-04,10,0,12,3,23:01,NHL,6.6,10,29,32,[],32,9,1726,TOT
1,-5,155,0,58,17,2003-04,9,0,8,2,23:48,NHL,5.2,8,29,30,[],25,6,1380,CHI
0,-7,28,0,17,3,2003-04,1,0,4,1,20:23,NHL,14.3,2,29,2,[],7,3,346,LAK
0,0,58,0,53,11,2005-06,7,0,2,0,19:09,NHL,3.4,4,31,48,[],13,2,1015,LAK
0,-2,4,0,17,1,2006-07,1,0,0,0,9:57,NHL,0.0,0,32,6,[],1,0,169,BOS
