assists,year,games_played,points,goals,team,age,pim,plus_minus,league
8,1992-93,13,11,3,Regina Pats,18,14,0,WHL
0,1992-93,2,0,0,St. John\'s Maple Leafs,18,0,0,AHL
0,1993-94,4,0,0,Regina Pats,19,4,0,WHL
0,1994-95,5,1,1,St. John\'s Maple Leafs,20,11,0,AHL
0,1995-96,4,1,1,St. John\'s Maple Leafs,21,9,0,AHL
0,1996-97,6,1,1,St. John\'s Maple Leafs,22,4,0,AHL
0,1997-98,4,0,0,St. John\'s Maple Leafs,23,0,0,AHL
1,1998-99,5,1,0,St. John\'s Maple Leafs,24,2,0,AHL
4,2000-01,4,4,0,St. John\'s Maple Leafs,26,8,0,AHL
5,2001-02,11,6,1,St. John\'s Maple Leafs,27,8,0,AHL
3,2004-05,12,3,0,Eisbaren Berlin,30,14,0,Germany
0,2006-07,3,0,0,Providence Bruins,32,2,-3,AHL
