average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,5,0,0,NHL,21,4,13,-1,10,1,0,0,0,1989-90,NJD,1,4,[],10.0,,19
,0,0,0,NHL,22,0,0,0,6,0,0,0,0,1990-91,NJD,0,0,[],0.0,,3
,1,0,0,NHL,23,0,4,1,3,1,0,0,0,1991-92,NJD,1,0,[],33.3,,7
,24,0,0,NHL,24,11,57,-25,68,2,5,0,6,1992-93,OTT,7,17,[],10.3,,55
,1,0,0,NHL,25,1,21,-1,1,0,0,0,0,1993-94,DAL,0,1,[],0.0,,5
