average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:35,0,39,1,0,0,NHL,20,11,0,22,6,116,0,4,0,10,0,14,0,2005-06,MDA,14,0,25,0,12.1,717,57,[]
15:04,0,58,6,1,0,NHL,21,13,0,66,17,203,0,13,0,11,0,20,0,2006-07,ANA,25,0,33,0,12.3,1235,82,[]
19:39,303,82,2,1,46,NHL,22,26,545,94,32,185,47.3,19,607,4,0,32,44,2007-08,ANA,24,126,58,67,13.0,1513,77,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2008.html#selke', 'name': 'Selke-13'}]"
20:08,392,91,2,0,43,NHL,23,38,566,121,5,227,50.2,16,562,9,0,28,55,2008-09,ANA,25,134,66,70,11.0,1631,81,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-2009.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-2009.html#hart', 'name': 'Hart-15'}, {'link': '/awards/voting-2009.html#selke', 'name': 'Selke-22'}]"
21:40,284,69,5,0,49,NHL,24,36,533,79,4,149,47.4,11,591,8,0,14,39,2009-10,ANA,19,178,50,54,12.8,1430,66,[]
21:51,236,76,4,0,57,NHL,25,37,542,35,14,117,45.8,12,641,7,0,20,35,2010-11,ANA,19,189,57,81,16.2,1464,67,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2011.html#byng', 'name': 'Byng-26'}, {'link': '/awards/voting-2011.html#hart', 'name': 'Hart-20'}, {'link': '/awards/voting-2011.html#selke', 'name': 'Selke-53'}]"
21:36,395,57,4,0,72,NHL,26,26,628,75,-11,185,47.0,7,709,4,1,19,33,2011-12,ANA,11,177,46,93,5.9,1771,82,[]
20:12,180,49,3,3,42,NHL,27,23,355,41,14,99,48.0,8,384,4,0,11,27,2012-13,ANA,15,89,34,31,15.2,889,44,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2013.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-2013.html#hart', 'name': 'Hart-7'}, {'link': '/awards/voting-2013.html#selke', 'name': 'Selke-18'}]"
21:17,373,87,7,0,87,NHL,28,38,692,31,28,204,49.0,26,719,5,0,18,53,2013-14,ANA,31,110,56,76,15.2,1639,77,"[{'link': '/awards/nhl_all_star.html#2014', 'name': None}, {'link': '/awards/voting-2014.html#hart', 'name': 'Hart-2'}, {'link': '/awards/voting-2014.html#selke', 'name': 'Selke-10'}]"
20:06,357,70,6,0,95,NHL,29,33,632,62,15,191,50.8,22,612,3,2,10,55,2014-15,ANA,25,100,45,71,13.1,1548,77,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2015.html#byng', 'name': 'Byng-67'}, {'link': '/awards/voting-2015.html#hart', 'name': 'Hart-6'}, {'link': '/awards/voting-2015.html#selke', 'name': 'Selke-13'}]"
19:30,351,63,5,0,61,NHL,30,33,602,55,14,178,49.4,7,617,6,1,16,48,2015-16,ANA,13,108,50,75,7.3,1502,77,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-2016.html#hart', 'name': 'Hart-20'}, {'link': '/awards/voting-2016.html#selke', 'name': 'Selke-20'}]"
21:04,288,73,3,2,88,NHL,31,43,509,49,7,138,50.3,7,503,6,1,14,61,2016-17,ANA,15,99,58,68,10.9,1559,74,"[{'link': '/awards/voting-2017.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2017.html#selke', 'name': 'Selke-48'}]"
