power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
2,16,7,1,NHL,2005-06,20,3,MDA,253,4,13,-3,0,38,,,7.9,1
3,0,17,3,NHL,2006-07,21,7,ANA,456,10,32,1,1,57,,SC,12.3,3
1,6,5,0,NHL,2007-08,22,2,ANA,123,3,6,-2,0,14,25,,14.3,1
1,13,18,0,NHL,2008-09,23,4,ANA,314,14,25,3,0,25,50,,16.0,3
0,6,6,1,NHL,2010-11,25,2,ANA,144,4,9,0,0,17,23,,11.8,2
1,7,6,0,NHL,2012-13,27,3,ANA,150,3,6,2,1,15,28,,20.0,1
1,12,15,0,NHL,2013-14,28,4,ANA,257,11,10,-2,0,32,67,,12.5,3
2,16,20,0,NHL,2014-15,29,2,ANA,359,0,6,6,0,48,96,,4.2,0
1,7,5,0,NHL,2015-16,30,2,ANA,155,3,4,4,0,22,45,,9.1,1
3,17,19,1,NHL,2016-17,31,8,ANA,411,11,8,7,0,53,105,,15.1,5
