age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,9.1,0,1,0,NHL,5,0,1985-86,0,11,1,,1,2,,STL,2
21,,0.0,0,1,-1,NHL,4,0,1986-87,0,8,0,,0,0,,STL,1
23,,6.7,0,3,0,NHL,7,0,1988-89,0,15,1,,1,0,,STL,4
25,,27.3,4,3,1,NHL,6,0,1990-91,2,22,6,,2,12,,VAN,9
26,,16.3,7,5,5,NHL,13,0,1991-92,1,49,8,,1,6,,VAN,13
27,,5.7,2,9,8,NHL,12,0,1992-93,0,35,2,,0,6,,VAN,11
28,,7.2,3,10,-2,NHL,0,0,1993-94,2,69,5,,2,16,,VAN,15
29,,15.0,2,5,-5,NHL,11,0,1994-95,2,20,3,,1,2,,VAN,8
30,,0.0,0,2,0,NHL,6,0,1995-96,0,12,0,,0,6,,VAN,2
31,,0.0,0,7,2,NHL,7,0,1996-97,0,11,0,,0,12,,PHX,7
32,,5.9,1,3,-1,NHL,6,0,1997-98,0,17,1,,0,4,,PHX,4
36,,0.0,0,1,-1,NHL,4,0,2001-02,0,3,0,11:09,0,2,45,LAK,1
37,,5.4,1,7,-3,NHL,17,0,2002-03,0,37,2,16:39,1,4,283,MIN,9
38,,0.0,0,0,-2,NHL,4,0,2003-04,0,3,0,5:44,0,0,23,NYI,0
