shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
10.2,1975-76,11,6,,0,49,0,4,-3,6,ATF,5,22,0,NHL,0,,38,11,[],1
13.2,1976-77,35,22,,0,151,2,17,5,24,ATF,20,23,2,NHL,0,,78,44,[],3
15.0,1977-78,51,16,,0,147,0,20,4,16,ATF,22,24,2,NHL,0,,74,38,[],2
15.0,1978-79,135,27,,1,140,3,19,4,31,ATF,21,25,2,NHL,0,,0,52,[],2
14.8,1979-80,100,29,,0,155,2,19,-1,31,ATF,23,26,4,NHL,0,,80,54,[],4
19.2,1980-81,93,12,,0,78,3,11,0,15,CGY,15,27,4,NHL,0,,42,30,[],4
13.3,1981-82,91,20,,0,165,2,19,-2,22,CGY,22,28,0,NHL,0,,70,44,[],3
18.0,1982-83,93,8,,0,139,6,16,-8,14,WSH,25,29,0,NHL,0,,71,39,[],9
21.1,1983-84,15,8,,0,38,0,8,-5,8,TOT,8,30,0,NHL,0,,37,16,[],0
0.0,1983-84,4,0,,0,3,0,0,-2,0,WSH,0,30,0,NHL,0,,4,0,[],0
22.9,1983-84,11,8,,0,35,0,8,-3,8,LAK,8,30,0,NHL,0,,33,16,[],0
