bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,4.29,0,77,NHL,0,25,0,66,0,0,0,0,11,.857,1983-84,PHI,2,,0,0,0,3,154
0,0,0,4.52,0,71,NHL,0,26,0,60,2,0,0,0,11,.845,1984-85,PHI,1,,0,0,0,4,146
0,0,1,3.07,-1.89,125,NHL,0,27,0,110,0,0,0,114,15,.880,1985-86,PHI,3,,1,0,2,5,293
0,0,0,3.64,0,96,NHL,0,28,0,86,7,0,0,0,10,.896,1986-87,NYR,1,,0,0,1,4,165
0,0,1,6.67,0,51,NHL,0,30,0,43,0,0,0,0,8,.843,1988-89,NYR,2,,1,0,0,2,72
