pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,University of Manitoba,2,0,10,MHL-Sr.,8,1922-23,16,8
0,Winnipeg Tigers,0,0,1,MHL-Sr.,1,1923-24,17,1
0,Winnipeg Falcons,0,0,5,MHL-Sr.,8,1924-25,18,5
17,Port Arthur Ports,2,0,15,TBSHL,19,1925-26,19,13
16,Port Arthur Ports,10,0,29,TBSHL,20,1926-27,20,19
6,Springfield Indians,5,0,19,Can-Am,39,1927-28,21,14
5,Providence Reds,14,0,28,Can-Am,39,1928-29,22,14
22,Providence Reds,19,0,45,Can-Am,39,1929-30,23,26
12,Buffalo Bisons,19,0,28,AHL,45,1942-43,36,9
0,Buffalo Bisons,0,0,0,AHL,1,1943-44,37,0
