power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,10,0,0,NHL,2006-07,22,0,NYR,199,0,4,-4,0,7,,,0.0,0
0,10,3,0,NHL,2007-08,23,0,NYR,207,3,6,1,0,14,31,,0.0,0
0,7,0,0,NHL,2008-09,24,0,NYR,148,0,6,-3,0,12,25,,0.0,0
0,5,0,0,NHL,2010-11,26,0,NYR,135,0,0,-2,0,6,16,,0.0,0
1,20,12,0,NHL,2011-12,27,3,NYR,537,9,2,6,0,35,92,,8.6,2
2,12,4,0,NHL,2012-13,28,2,NYR,312,2,2,2,0,17,46,,11.8,0
0,25,7,0,NHL,2013-14,29,1,NYR,608,6,10,-3,0,19,66,,5.3,1
0,19,4,0,NHL,2014-15,30,0,NYR,411,4,4,5,0,29,53,,0.0,0
0,2,1,0,NHL,2015-16,31,0,NYR,35,1,0,-2,0,2,4,,0.0,0
0,12,2,0,NHL,2016-17,32,0,NYR,265,2,2,-1,0,16,36,,0.0,0
