average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,2,0,0,NHL,18,0,0,-6,1,0,0,0,2,1984-85,STL,0,2,[],0.0,,4
,49,2,0,NHL,20,19,110,2,144,6,7,1,16,1986-87,STL,13,36,"[{'link': '/awards/voting-1987.html#calder', 'name': 'Calder-4'}]",9.0,,78
,37,5,0,NHL,21,15,107,-5,130,3,5,1,13,1987-88,STL,8,29,[],6.2,,77
,34,0,0,NHL,22,9,102,-23,91,5,3,0,17,1988-89,STL,8,26,[],8.8,,66
,25,0,0,NHL,23,11,106,-2,122,3,3,0,8,1989-90,TOT,6,19,[],4.9,,55
,2,0,0,NHL,23,0,2,-3,8,1,0,0,1,1989-90,STL,1,1,[],12.5,,7
,23,0,0,NHL,23,11,104,1,114,2,3,0,7,1989-90,LAK,5,18,[],4.4,,48
,31,1,0,NHL,24,15,127,12,120,5,2,0,9,1990-91,LAK,7,24,[],5.8,,61
,46,0,0,NHL,25,22,134,-5,152,2,2,0,20,1991-92,TOT,4,42,[],2.6,,75
,32,0,0,NHL,25,16,99,4,102,2,0,0,14,1991-92,LAK,2,30,[],2.0,,53
,14,0,0,NHL,25,6,35,-9,50,0,2,0,6,1991-92,PHI,2,12,[],4.0,,22
,34,0,0,NHL,26,14,152,-1,115,4,6,0,10,1992-93,TOT,10,24,[],8.7,,55
,26,0,0,NHL,26,9,93,0,87,3,6,0,8,1992-93,PHI,9,17,[],10.3,,37
,8,0,0,NHL,26,5,59,-1,28,1,0,0,2,1992-93,EDM,1,7,[],3.6,,18
,30,0,0,NHL,27,13,107,-7,112,4,2,0,11,1993-94,FLA,6,24,[],5.4,,73
,8,0,0,NHL,28,4,18,-6,26,0,1,0,3,1994-95,FLA,1,7,[],3.8,,24
