pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Ottawa Jr. Senators,0,0,0,ON-Jr.A,1,1987-88,16,0
11,Ottawa 67\'s,15,0,23,OHL,50,1988-89,17,8
37,Ottawa 67\'s,19,0,32,OHL,60,1989-90,18,13
56,Ottawa 67\'s,32,0,62,OHL,62,1990-91,19,30
50,Ottawa 67\'s,49,0,81,OHL,49,1991-92,20,32
0,Rochester Americans,1,0,1,AHL,2,1991-92,20,0
37,Rochester Americans,10,0,18,AHL,50,1992-93,21,8
53,Rochester Americans,4,0,7,AHL,22,1993-94,22,3
35,Rochester Americans,11,0,25,AHL,46,1994-95,23,14
67,2 Teams,16,0,27,AHL,58,1995-96,24,11
25,Albany River Rats,1,0,3,AHL,8,1995-96,24,2
42,Cornwall Aces,15,0,24,AHL,50,1995-96,24,9
28,Fort Wayne Komets,5,0,20,IHL,57,1996-97,25,15
61,Hershey Bears,11,-21,18,AHL,63,1997-98,26,7
90,Flint Generals,27,5,46,UHL,40,1998-99,27,19
30,Detroit Vipers,8,6,13,IHL,33,1998-99,27,5
86,New Mexico Scorpions,44,46,87,WPHL,57,1999-00,28,43
107,New Mexico Scorpions,39,0,78,WPHL,59,2000-01,29,39
60,New Mexico Scorpions,21,7,38,CHL,40,2001-02,30,17
44,New Mexico Scorpions,32,0,52,CHL,52,2002-03,31,20
66,New Mexico Scorpions,29,0,55,CHL,54,2003-04,32,26
50,New Mexico Scorpions,18,10,34,CHL,35,2004-05,33,16
