shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
4.8,1975-76,83,0,,0,42,0,2,-4,12,TRT,2,20,0,WHA,0,,66,14,[],0
0.0,1976-77,0,0,,0,1,0,0,0,0,BRB,0,21,0,WHA,0,,5,0,[],0
