average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
13:25,0,21,1,2,0,NHL,23,11,0,16,14,80,0,6,0,1,0,1,0,2000-01,LAK,9,0,12,0,11.3,832,62,[]
14:33,0,24,1,1,0,NHL,24,10,0,21,2,67,0,5,0,2,0,6,0,2001-02,LAK,8,0,16,0,11.9,771,53,[]
17:42,0,35,1,3,0,NHL,25,15,0,26,-5,114,0,13,0,0,0,4,0,2002-03,LAK,16,0,19,0,14.0,1097,62,[]
17:01,0,33,2,1,0,NHL,26,16,0,44,-16,132,0,12,0,0,1,3,0,2003-04,LAK,13,0,20,0,9.8,1378,81,[]
17:33,0,37,1,0,0,NHL,28,17,0,62,-5,119,0,12,0,5,1,2,0,2005-06,LAK,17,0,20,0,14.3,1141,65,[]
16:15,0,35,1,0,0,NHL,29,16,0,26,-2,149,0,13,0,4,0,2,0,2006-07,TOT,17,0,18,0,11.4,1299,80,[]
14:51,0,20,1,0,0,NHL,29,10,0,14,-2,100,0,5,0,3,0,2,0,2006-07,CAR,8,0,12,0,8.0,832,56,[]
19:29,0,15,0,0,0,NHL,29,6,0,12,0,49,0,8,0,1,0,0,0,2006-07,ATL,9,0,6,0,18.4,468,24,[]
17:13,230,37,3,1,46,NHL,30,17,587,30,-6,115,49.1,5,608,7,0,7,40,2007-08,MIN,13,51,24,35,11.3,1291,75,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-49'}]"
17:50,259,36,4,0,48,NHL,31,12,626,26,-5,147,52.0,9,579,4,2,9,48,2008-09,MIN,13,45,23,34,8.8,1409,79,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-64'}]"
15:31,250,41,3,0,29,NHL,32,20,521,32,2,151,56.4,12,403,3,0,6,40,2009-10,TOT,15,47,26,23,9.9,1194,77,[]
15:45,192,35,3,0,20,NHL,32,16,416,28,-1,120,57.6,10,306,3,0,6,31,2009-10,MIN,13,36,22,19,10.8,945,60,[]
14:40,58,6,0,0,9,NHL,32,4,105,4,3,31,52.0,2,97,0,0,0,9,2009-10,WSH,2,11,4,4,6.5,249,17,[]
17:21,248,40,2,1,45,NHL,33,23,717,36,11,127,55.3,11,580,1,0,4,45,2010-11,PHX,13,71,27,29,10.2,1422,82,[]
14:44,217,16,0,1,41,NHL,34,8,557,32,-13,118,55.3,2,450,1,0,4,50,2011-12,EDM,4,36,12,38,3.4,1149,78,[]
14:07,54,3,0,0,15,NHL,35,3,203,10,-1,31,53.7,0,175,0,0,0,12,2012-13,EDM,0,19,3,9,0.0,367,26,[]
