power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,1,0,NHL,1982-83,19,1,BUF,,0,4,-2,0,3,,,33.3,1
0,2,1,0,NHL,1983-84,20,0,BUF,,1,2,-2,0,5,,,0.0,0
0,5,6,2,NHL,1984-85,21,4,BUF,,2,4,5,0,12,,,33.3,4
1,6,6,0,NHL,1987-88,24,2,BUF,,4,0,-2,0,15,,,13.3,1
0,5,3,0,NHL,1988-89,25,0,BUF,,3,0,0,0,15,,,0.0,0
1,6,7,0,NHL,1989-90,26,2,BUF,,5,2,2,0,20,,,10.0,1
1,6,4,0,NHL,1990-91,27,2,BUF,,2,8,-2,0,21,,,9.5,1
0,7,4,0,NHL,1991-92,28,1,BUF,,3,12,0,0,27,,,3.7,1
4,21,19,0,NHL,1992-93,29,12,TOR,,7,35,6,0,72,,,16.7,8
3,18,10,0,NHL,1993-94,30,5,TOR,,5,16,-3,1,50,,,10.0,1
2,7,5,0,NHL,1994-95,31,3,TOR,,2,25,3,0,19,,,15.8,1
0,1,0,0,NHL,1996-97,33,0,NJD,,0,0,0,0,5,,,0.0,0
1,6,1,0,NHL,1997-98,34,1,NJD,,0,4,-2,0,17,,,5.9,0
0,4,2,0,NHL,1998-99,35,2,NJD,10:40,0,4,0,0,7,43,,28.6,2
2,17,5,0,NHL,1999-00,36,3,COL,16:22,2,18,-3,0,38,278,,7.9,1
1,13,3,0,NHL,2000-01,37,1,BUF,11:04,2,4,0,0,17,144,,5.9,0
1,11,6,1,NHL,2002-03,39,3,TBL,21:23,3,10,-1,0,25,235,,12.0,2
0,23,14,0,NHL,2003-04,40,1,TBL,18:51,13,14,-2,0,30,434,SC,3.3,1
