year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1993-94,17,3,37,13,0,WHL,63,Brandon Wheat Kings,16
1994-95,18,8,75,34,0,WHL,65,Brandon Wheat Kings,42
1995-96,19,19,107,55,0,WHL,53,Brandon Wheat Kings,74
1996-97,20,24,85,44,0,WHL,59,Brandon Wheat Kings,68
1997-98,21,11,62,11,0,IHL,63,Las Vegas Thunder,22
1997-98,21,0,6,0,0,AHL,4,Saint John Flames,0
1998-99,22,1,6,4,0,ECHL,6,Louisiana IceGators,5
1998-99,22,4,40,6,0,IHL,38,Manitoba Moose,10
1999-00,23,3,94,15,4,IHL,66,Manitoba Moose,18
2000-01,24,8,62,22,1,IHL,69,Manitoba Moose,30
2001-02,25,10,64,29,-10,AHL,52,Manitoba Moose,39
2002-03,26,11,65,29,-3,AHL,71,Manitoba Moose,40
2003-04,27,7,70,15,0,Germany,48,Krefeld Pinguine,22
2004-05,28,7,72,16,0,Germany,52,Krefeld Pinguine,23
