league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,20,2,20,49,10,1,,NYR,[],14.3,5,3,0,7,0,1988-89,,2,4,0,2
NHL,76,4,21,205,66,18,,NYR,"[{'link': '/awards/voting-1990.html#calder', 'name': 'Calder-6'}]",15.6,21,34,3,32,1,1989-90,,10,32,1,15
NHL,74,3,22,212,67,19,,NYR,[],12.3,9,41,-5,26,2,1990-91,,15,37,2,20
NHL,71,4,23,216,53,12,,NYR,[],13.9,16,23,11,30,1,1991-92,,13,57,2,9
NHL,71,3,24,213,53,14,,NYR,[],11.7,15,28,-3,25,3,1992-93,,7,40,0,14
NHL,32,0,25,60,19,5,,TOT,[],6.7,4,15,-13,4,0,1993-94,,0,17,0,10
NHL,13,0,25,17,6,3,,NYR,[],11.8,2,4,-2,2,0,1993-94,,0,13,0,1
NHL,19,0,25,43,13,2,,HAR,[],4.7,2,11,-11,2,0,1993-94,,0,4,0,9
NHL,47,3,26,121,35,7,,HAR,[],14.0,13,18,1,17,1,1994-95,,3,22,0,11
NHL,68,4,27,167,43,6,,TOT,[],13.2,19,21,5,22,1,1995-96,,2,30,1,14
NHL,59,2,27,134,32,5,,WIN,[],11.9,14,16,-3,16,0,1995-96,,2,26,1,10
NHL,9,2,27,33,11,1,,SJS,[],18.2,5,5,8,6,1,1995-96,,0,4,0,4
NHL,65,4,28,126,37,8,,SJS,[],12.7,12,21,-8,16,1,1996-97,,3,16,0,13
NHL,62,1,29,75,18,1,,STL,[],16.0,9,6,6,12,0,1997-98,,3,26,1,4
NHL,40,1,30,73,9,0,634,NSH,[],5.5,4,5,-11,4,0,1998-99,15:51,0,16,0,5
NHL,9,0,31,13,1,0,83,NSH,[],0.0,0,1,0,0,0,1999-00,9:13,0,4,0,1
