bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,1,0,2.64,0,0,Sweden,0,24,0,0,0,0,0,0,81,0,2005-06,Leksands IF,0,0,0,0,32,1843
0,6,0,2.24,0,0,Sweden,0,25,0,0,0,0,0,0,106,0,2006-07,Timra IK,0,0,0,0,49,2835
0,6,0,2.30,0,0,Sweden,0,26,0,0,0,0,0,0,107,0,2007-08,Timra IK,0,0,0,0,47,2794
0,4,0,2.56,0,0,Sweden,0,27,0,0,0,0,0,0,121,0,2008-09,Timra IK,0,0,0,0,49,2840
0,2,1,2.79,0,1216,AHL,0,28,0,1102,2,0,0,0,114,.906,2009-10,Adirondack Phantoms,17,1,2,21,41,2451
0,0,2,3.28,0,942,AHL,0,29,0,838,0,0,0,0,104,.890,2010-11,Adirondack Phantoms,19,2,3,10,33,1900
0,0,0,0.00,0,15,AHL,0,30,0,15,0,0,0,0,0,1.000,2011-12,Adirondack Phantoms,0,0,0,0,1,31
0,0,0,0.92,0,25,ECHL,0,30,0,24,0,0,0,0,1,.960,2011-12,Trenton Titans,0,0,1,0,1,65
0,0,0,2.50,0,0,Finland,0,30,0,0,0,0,0,0,47,0,2011-12,Karpat Oulu,6,0,4,9,19,1127
0,3,0,2.25,0,0,Finland,0,31,0,0,4,0,0,0,74,0,2012-13,Karpat Oulu,11,0,9,13,34,1974
