power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,0,0,NHL,1982-83,22,0,MTL,,0,2,-3,0,3,,,0.0,0
0,15,7,1,NHL,1983-84,23,4,MTL,,3,12,3,0,17,,,23.5,4
0,12,7,1,NHL,1984-85,24,4,MTL,,3,8,-4,1,24,,,16.7,3
0,20,12,1,NHL,1985-86,25,7,MTL,,5,35,9,0,42,,SC,16.7,5
0,17,11,0,NHL,1986-87,26,3,MTL,,8,20,1,0,25,,,12.0,3
0,11,4,0,NHL,1987-88,27,0,MTL,,4,2,-3,0,13,,,0.0,0
0,21,9,0,NHL,1988-89,28,4,MTL,,5,10,3,1,34,,,11.8,3
0,11,5,0,NHL,1989-90,29,2,MTL,,3,6,-4,0,23,,,8.7,2
0,13,6,1,NHL,1990-91,30,1,MTL,,5,10,-2,0,21,,,4.8,1
0,11,2,0,NHL,1991-92,31,1,MTL,,1,6,-4,0,22,,,4.5,1
0,20,6,2,NHL,1992-93,32,3,MTL,,3,10,3,1,35,,SC,8.6,2
0,7,4,0,NHL,1993-94,33,1,MTL,,3,4,4,0,4,,,25.0,1
0,7,3,0,NHL,1994-95,34,1,STL,,2,6,3,0,6,,,16.7,1
0,7,1,0,NHL,1996-97,36,0,DAL,,1,6,-3,0,9,,,0.0,0
0,16,4,0,NHL,1997-98,37,3,DAL,,1,6,0,0,19,,,15.8,3
0,17,6,1,NHL,1998-99,38,2,DAL,17:22,4,6,0,0,29,295,SC,6.9,2
0,0,6,1,NHL,1999-00,39,2,DAL,16:21,4,12,2,1,12,376,,16.7,1
