year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,18,7,35,9,0,WHL,15,Prince Albert Raiders,16
1995-96,19,13,47,18,0,WHL,18,Prince Albert Raiders,31
1996-97,20,3,24,3,0,AHL,11,Hamilton Bulldogs,6
1997-98,21,0,0,1,0,IHL,1,Cleveland Lumberjacks,1
1999-00,23,1,2,1,0,AHL,3,Albany River Rats,2
2001-02,25,1,4,8,0,AHL,5,Manchester Monarchs,9
2002-03,26,0,0,1,-2,AHL,3,Manchester Monarchs,1
2003-04,27,0,2,0,-1,AHL,1,Manchester Monarchs,0
2004-05,28,1,72,4,0,Germany,12,Adler Mannheim,5
2006-07,30,2,30,8,0,Germany,8,Frankfurt Lions,10
2007-08,31,0,6,0,-1,AHL,3,Houston Aeros,0
