pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Krylja Sovetov Moscow,0,0,0,USSR,2,1986-87,16,0
0,Soviet Union,3,0,11,EJC-A,7,1986-87,16,8
6,Krylja Sovetov Moscow,2,0,4,USSR,26,1987-88,17,2
4,Soviet Union,1,0,3,EJC-A,6,1987-88,17,2
10,Krylja Sovetov Moscow,1,0,6,USSR,41,1988-89,18,5
0,Soviet Union,4,0,7,WJC-A,7,1988-89,18,3
0,Krylja Sovetov Moscow,0,0,0,Fr-Tour,1,1989-90,19,0
24,Krylja Sovetov Moscow,4,0,15,USSR,48,1989-90,19,11
2,Soviet Union,6,0,9,WJC-A,7,1989-90,19,3
0,Krylja Sovetov Moscow,1,0,1,Fr-Tour,1,1990-91,20,0
22,Krylja Sovetov Moscow,10,0,22,USSR,46,1990-91,20,12
0,CSKA Moscow,0,0,3,Super-S,7,1990-91,20,3
0,Soviet Union,2,0,2,Can-Cup,5,1991-92,21,0
24,Krylja Sovetov Moscow,7,0,23,CIS,42,1991-92,21,16
8,Rochester Americans,14,0,25,AHL,35,1992-93,22,11
26,Rochester Americans,39,0,67,AHL,74,1993-94,23,28
36,Rochester Americans,30,0,61,AHL,63,1994-95,24,31
59,2 Teams,48,0,69,IHL,81,1995-96,25,21
53,Los Angeles Ice Dogs,44,0,61,IHL,68,1995-96,25,17
6,Utah Grizzlies,4,0,8,IHL,13,1995-96,25,4
26,Dusseldorfer EG,16,0,36,Germany,48,1996-97,26,20
20,Dusseldorfer EG,17,0,31,Germany,46,1997-98,27,14
46,Dusseldorfer EG,52,0,88,German-2,58,1998-99,28,36
85,Dusseldorfer EG,32,0,53,German-2,49,1999-00,29,21
32,Dusseldorfer EG,13,0,30,Germany,60,2000-01,30,17
53,2 Teams,14,0,23,Russia,47,2001-02,31,9
8,Salavat Yulayev Ufa,5,0,6,Russia,18,2001-02,31,1
45,Krylja Sovetov Moscow,9,0,17,Russia,29,2001-02,31,8
24,2 Teams,6,0,10,Russia,38,2002-03,32,4
2,Dynamo Moscow,2,0,2,Russia,9,2002-03,32,0
22,Krylja Sovetov Moscow,4,0,8,Russia,29,2002-03,32,4
24,Spartak Moscow,19,0,36,Russia-2,54,2003-04,33,17
32,HK MVD Tver,22,0,35,Russia-2,51,2004-05,34,13
