giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,20,1,23,0,0,18,5,0,0,277,DET,0,0,[],5.6,1,4,5,1,0,0,2003-04,0,13:51,0,16,0,4
0,NHL,27,0,25,0,0,28,9,0,1,554,DET,0,0,[],3.6,0,8,11,1,0,0,2005-06,0,20:31,1,28,0,7
0,NHL,68,0,26,0,0,104,22,0,5,1404,DET,0,0,[],1.0,0,21,0,1,0,0,2006-07,0,20:39,1,54,0,16
30,NHL,65,0,27,0,210,108,35,93,8,1372,DET,11,0,[],6.5,7,28,25,7,0,0,2007-08,79,21:06,0,44,0,20
41,NHL,80,1,28,0,240,121,51,94,18,1832,DET,19,100.0,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-19'}]",5.0,2,45,2,6,1,0,2008-09,106,22:54,4,50,1,26
36,NHL,48,0,29,0,151,68,22,86,5,1052,DET,20,0,[],10.3,4,15,5,7,0,0,2009-10,62,21:55,3,32,4,6
49,NHL,77,3,30,0,263,131,37,113,8,1761,DET,26,0,[],8.4,6,26,5,11,0,0,2010-11,129,22:52,5,36,0,18
31,NHL,82,4,31,0,281,141,36,133,7,1875,DET,21,0,[],10.6,8,21,-2,15,0,0,2011-12,177,22:52,7,38,1,13
21,NHL,0,2,32,0,181,67,29,42,14,1169,DET,11,0,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-2013.html#norris', 'name': 'Norris-10'}]",7.5,3,24,-5,5,0,0,2012-13,83,24:22,2,44,0,10
50,NHL,79,0,33,0,244,110,49,93,20,1921,DET,25,0,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-14'}, {'link': '/awards/voting-2014.html#norris', 'name': 'Norris-13'}]",7.3,3,41,0,8,0,0,2013-14,154,24:19,5,44,1,20
52,NHL,80,1,34,0,215,101,44,91,20,1907,DET,11,100.0,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-20'}, {'link': '/awards/voting-2015.html#norris', 'name': 'Norris-14'}]",8.9,6,35,-4,9,1,0,2014-15,106,23:50,3,40,0,15
23,NHL,64,2,35,0,144,61,26,93,14,1409,DET,9,0,[],4.9,3,23,-21,3,0,0,2015-16,81,22:01,0,30,0,9
23,NHL,57,0,36,0,137,67,13,77,6,1109,DET,6,0,[],3.0,2,11,-7,2,0,0,2016-17,81,19:27,0,32,0,5
