age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
25,,0.0,0,3,0,NHL,6,0,2005-06,0,7,0,136,0,2,,DET,3
27,SC,0.0,0,15,0,NHL,0,0,2007-08,0,21,0,513,0,18,47,DET,15
28,,6.3,0,7,4,NHL,23,0,2008-09,0,32,2,538,2,33,81,DET,9
29,,0.0,0,5,2,NHL,12,0,2009-10,0,15,0,279,0,12,35,DET,5
30,,13.3,1,4,5,NHL,11,0,2010-11,0,15,2,254,1,4,34,DET,6
31,,0.0,0,2,-2,NHL,5,0,2011-12,0,9,0,113,0,4,21,DET,2
32,,0.0,0,2,-1,NHL,14,0,2012-13,0,13,0,355,0,4,43,DET,2
33,,11.1,0,1,-1,NHL,5,0,2013-14,0,9,1,130,1,0,20,DET,2
34,,0.0,0,2,-1,NHL,6,0,2014-15,0,4,0,142,0,4,13,DET,2
35,,0.0,0,1,3,NHL,5,0,2015-16,0,9,0,108,0,8,17,DET,1
