goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
2.5,0,NHL,29,DET,1498,21,15,0,0,94,0,0,3,1,7,0,0,0,0,0,1970-71,0,3.77,0,[],0
5.2,0,NHL,40,PIT,2160,22,15,0,0,116,0,0,5,1,17,0,0,0,0,0,1971-72,0,3.22,16,[],0
8.5,0,NHL,49,PIT,2660,23,22,0,0,129,0,0,5,3,20,0,0,0,0,0,1972-73,0,2.91,0,[],0
6.2,0,NHL,51,TOT,2852,24,23,0,4,168,0,0,8,0,16,4,0,0,0,0,1973-74,0,3.53,4,[],0
3.3,0,NHL,26,PIT,1432,24,12,0,1,82,0,0,4,0,7,1,0,0,0,0,1973-74,0,3.44,2,[],0
2.9,0,NHL,25,DET,1420,24,11,0,3,86,0,0,4,0,9,3,0,0,0,0,1973-74,0,3.63,2,[],0
7.7,0,NHL,59,DET,3478,25,29,0,4,217,0,0,10,2,20,4,0,0,0,0,1974-75,0,3.74,4,[],0
6.4,0,NHL,44,DET,2640,26,25,0,0,158,0,0,6,4,13,0,0,0,0,0,1975-76,0,3.59,4,[],0
4.9,0,NHL,48,DET,2740,27,34,0,1,180,0,0,6,0,7,1,0,0,0,0,1976-77,0,3.94,2,[],0
6.7,0,NHL,43,DET,2468,28,17,0,2,134,0,0,4,1,20,2,0,0,0,0,1977-78,0,3.26,2,[],0
5.6,0,NHL,32,DET,1892,29,14,0,2,103,0,0,5,1,13,2,0,0,0,0,1978-79,0,3.27,4,[],0
2.3,0,NHL,23,DET,1326,30,13,0,0,92,0,0,3,1,6,0,0,0,0,0,1979-80,0,4.16,24,[],0
2.8,0,NHL,31,TOT,1741,31,16,0,2,135,0,0,4,0,9,2,0,0,0,0,1980-81,0,4.65,2,[],0
1.2,0,NHL,10,DET,600,31,6,0,1,43,0,0,2,0,2,1,0,0,0,0,1980-81,0,4.30,0,[],0
1.0,0,NHL,18,TOR,961,31,10,0,0,82,0,0,2,0,4,0,0,0,0,0,1980-81,0,5.12,2,[],0
0.6,0,NHL,3,LAK,180,31,0,0,1,10,0,0,0,0,3,1,0,0,0,0,1980-81,0,3.33,0,[],0
-0.2,0,NHL,7,LAK,380,32,3,0,0,43,0,0,0,0,3,0,0,0,0,0,1981-82,0,6.79,0,[],0
-0.1,0,NHL,1,DET,60,33,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1982-83,0,7.00,0,[],0
