league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,46,2,21,61,28,2,,BOS,[],18.0,11,17,16,11,0,1979-80,,0,8,0,15
NHL,24,0,22,44,8,2,,BOS,[],6.8,3,5,-1,3,0,1980-81,,0,13,0,3
NHL,2,0,23,1,1,0,,BOS,[],0.0,0,1,0,0,0,1981-82,,0,0,0,1
NHL,75,1,24,120,30,0,,BOS,[],8.3,10,20,15,10,0,1982-83,,0,18,0,20
NHL,70,4,25,135,43,0,,BOS,[],14.8,13,23,9,20,0,1983-84,,7,35,0,23
NHL,74,5,27,121,47,2,,EDM,[],19.0,18,24,17,23,1,1985-86,,4,70,1,21
NHL,79,2,28,140,39,1,,EDM,"[{'link': '/awards/voting-1987.html#selke', 'name': 'Selke-21'}]",14.3,15,19,9,20,4,1986-87,,1,55,4,14
NHL,0,5,29,90,32,3,,EDM,"[{'link': '/awards/voting-1988.html#selke', 'name': 'Selke-18'}]",16.7,12,17,-3,15,3,1987-88,,0,47,1,13
NHL,0,2,30,120,52,2,,EDM,[],17.5,15,31,10,21,4,1988-89,,2,55,6,23
NHL,0,5,31,109,43,0,,EDM,"[{'link': '/awards/voting-1990.html#selke', 'name': 'Selke-4'}]",19.3,14,22,13,21,6,1989-90,,1,89,4,18
NHL,80,1,32,113,32,2,,EDM,"[{'link': '/awards/voting-1991.html#selke', 'name': 'Selke-9'}]",15.0,9,15,-1,17,6,1990-91,,2,76,0,13
NHL,80,1,33,86,30,1,,EDM,"[{'link': '/awards/voting-1992.html#selke', 'name': 'Selke-9'}]",14.0,10,18,-1,12,2,1991-92,,0,98,3,14
NHL,82,3,34,101,30,2,,EDM,"[{'link': '/awards/voting-1993.html#selke', 'name': 'Selke-18'}]",9.9,7,20,-16,10,3,1992-93,,0,110,2,16
NHL,78,2,35,122,32,2,,TOT,[],16.4,19,12,-14,20,0,1993-94,,1,91,0,10
NHL,66,1,35,97,26,2,,EDM,[],16.5,16,10,-20,16,0,1993-94,,0,80,0,8
NHL,12,1,35,25,6,0,,NYR,[],16.0,3,2,6,4,0,1993-94,,1,11,0,2
NHL,45,0,36,38,12,0,,PHI,[],7.9,3,9,2,3,0,1994-95,,0,23,0,9
NHL,68,1,37,58,14,0,,TOT,[],8.6,5,9,-9,5,0,1995-96,,0,70,0,9
NHL,55,1,37,42,13,0,,PHI,[],11.9,5,8,-3,5,0,1995-96,,0,62,0,8
NHL,13,0,37,16,1,0,,STL,[],0.0,0,1,-6,0,0,1995-96,,0,8,0,1
NHL,50,0,38,26,7,0,,STL,[],7.7,2,5,-12,2,0,1996-97,,0,33,0,5
