giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,57,2,22,0,0,100,27,0,2,819,STL,0,0,[],14.0,9,13,-10,14,0,0,2005-06,0,14:22,5,22,0,11
0,NHL,82,4,23,0,0,166,52,0,11,1207,STL,0,0,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-19'}, {'link': '/awards/voting-2007.html#byng', 'name': 'Byng-69'}]",16.3,19,25,-2,27,0,0,2006-07,0,14:43,8,33,0,14
24,NHL,80,2,24,7,293,162,38,103,7,1271,STL,37,36.4,[],8.0,10,25,0,13,4,0,2007-08,13,15:53,3,40,0,18
31,NHL,75,1,25,9,335,171,44,107,10,1240,TOT,39,30.8,[],8.2,11,30,-12,14,4,0,2008-09,37,16:32,3,33,1,19
4,NHL,14,1,25,1,81,43,13,20,5,273,STL,4,0.0,[],7.0,3,10,-3,3,0,0,2008-09,3,19:28,0,2,1,4
27,NHL,61,0,25,8,254,128,31,87,5,968,TOR,35,33.3,[],8.6,8,20,-9,11,4,0,2008-09,34,15:52,3,31,0,15
44,NHL,80,2,26,22,386,212,48,87,7,1386,TOT,49,43.6,[],13.2,18,20,0,28,17,1,2009-10,25,17:19,9,26,0,13
40,NHL,62,1,26,16,304,164,30,71,7,1109,TOR,43,36.0,[],8.5,8,16,-10,14,9,1,2009-10,20,17:53,5,18,0,9
4,NHL,18,1,26,6,82,48,18,16,0,277,PHX,6,57.1,[],29.2,10,4,10,14,8,0,2009-10,5,15:22,4,8,0,4
26,NHL,82,0,27,27,354,199,38,124,4,1251,PHX,46,40.0,[],9.5,17,19,4,19,18,0,2010-11,21,15:15,2,19,0,15
27,NHL,61,2,28,19,232,130,28,55,3,990,CGY,35,26.9,[],10.8,12,14,-2,14,7,0,2011-12,22,16:14,2,16,0,11
24,NHL,47,2,29,20,191,113,32,47,2,842,CGY,32,13.0,"[{'link': '/awards/voting-2013.html#byng', 'name': 'Byng-62'}]",8.0,5,23,2,9,3,0,2012-13,17,17:54,4,12,4,17
39,NHL,73,1,30,23,295,178,34,104,4,1348,TOT,40,30.3,[],6.7,10,22,-16,12,10,2,2013-14,21,18:28,0,32,3,15
31,NHL,52,0,30,19,229,144,23,71,4,1009,CGY,32,32.1,[],5.6,6,15,-21,8,9,2,2013-14,13,19:24,0,28,3,8
8,NHL,21,1,30,4,66,34,11,33,0,339,PIT,8,20.0,[],11.8,4,7,5,4,1,0,2013-14,8,16:08,0,4,0,7
28,NHL,71,3,31,19,206,115,28,77,1,903,TOT,17,40.6,[],13.0,15,13,8,15,13,0,2014-15,23,12:43,0,20,0,12
23,NHL,53,1,31,13,154,86,18,57,0,659,NYR,11,48.0,[],10.5,9,9,7,9,12,0,2014-15,19,12:26,0,18,0,9
5,NHL,18,2,31,6,52,29,10,20,1,244,WPG,6,14.3,[],20.7,6,4,1,6,1,0,2014-15,4,13:33,0,2,0,3
30,NHL,82,4,32,11,257,146,51,113,9,1471,TOT,31,15.4,[],13.0,15,32,4,19,2,1,2015-16,34,17:57,3,38,0,23
22,NHL,63,3,32,8,207,120,41,85,9,1180,NJD,25,20.0,[],13.3,12,25,3,16,2,1,2015-16,28,18:44,3,34,0,16
8,NHL,19,1,32,3,50,26,10,28,0,291,BOS,6,0.0,[],11.5,3,7,1,3,0,0,2015-16,6,15:20,0,4,0,7
49,NHL,0,2,33,5,249,131,40,113,4,1299,CAR,57,37.5,[],12.2,14,24,2,16,3,0,2016-17,16,15:51,2,32,0,20
