year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1971-72,17,18,16,13,0,Fin-Jr.,14,Tappara Tampere Jr.,31
1971-72,17,0,2,0,0,Finland,1,Tappara Tampere,0
1972-73,18,20,23,5,0,Finland,36,Tappara Tampere,25
1973-74,19,9,10,7,0,Finland,36,Tappara Tampere,16
1973-74,19,1,6,2,0,WJC-A,5,Finland,3
1974-75,20,26,26,7,0,Finland,36,Tappara Tampere,33
1975-76,21,19,21,11,0,Finland,36,Tappara Tampere,30
1976-77,22,26,12,12,0,Finland,36,TPS Turku,38
1976-77,22,2,0,2,0,Nat-Tm,14,Finland,4
1976-77,22,1,6,1,0,WEC-A,9,Finland,2
1977-78,23,23,38,13,0,Finland,35,TPS Turku,36
1978-79,24,35,43,19,0,Finland,36,Tappara Tampere,54
1978-79,24,3,6,5,0,Nat-Tm,15,Finland,8
1978-79,24,3,0,3,0,WEC-A,8,Finland,6
1979-80,25,3,2,0,0,AHL,4,Hershey Bears,3
1980-81,26,13,24,7,0,Finland,27,Tappara Tampere,20
1980-81,26,0,2,0,0,Nat-Tm,4,Finland,0
1980-81,26,0,0,3,0,WEC-A,8,Finland,3
1981-82,27,14,35,8,0,Finland,36,TPS Turku,22
1982-83,28,11,16,10,0,Finland,36,TPS Turku,21
1983-84,29,8,14,13,0,Finland,30,TPS Turku,21
1984-85,30,35,16,25,0,Finland-2,35,JyP HT Jyvaskyla,60
1985-86,31,23,16,12,0,Finland,36,JYP HT Jyvaskyla,35
1986-87,32,10,20,8,0,Finland,39,JYP HT Jyvaskyla,18
