assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1942-43,3,4,3,Saskatoon Jr. Quakers,18,0,0,N-SJHL
8,1942-43,8,12,4,Saskatoon Jr. Quakers,18,4,0,M-Cup
4,1943-44,10,6,2,Oshawa Generals,19,4,0,OHA-Jr.
7,1943-44,9,12,5,Oshawa Generals,19,14,0,M-Cup
2,1946-47,2,2,0,Springfield Indians,22,0,0,AHL
1,1947-48,2,2,1,Pittsburgh Hornets,23,5,0,AHL
3,1949-50,9,4,1,Cleveland Barons,25,10,0,AHL
5,1953-54,10,5,0,Sudbury Wolves,29,4,0,NOHA
3,1954-55,4,4,1,Kelowna Packers,30,0,0,OSHL
1,1955-56,4,3,2,New Westminster Royals,31,0,0,WHL
6,1956-57,12,11,5,Kamloops Chiefs,32,15,0,OSHL
5,1957-58,15,5,0,Kamloops Chiefs,33,2,0,OSHL
6,1958-59,12,10,4,Johnstown Jets,34,8,0,EHL
12,1959-60,13,12,0,Johnstown Jets,35,9,0,EHL
7,1960-61,11,11,4,Johnstown Jets,36,2,0,EHL
8,1961-62,13,14,6,Johnstown Jets,37,2,0,EHL
7,1962-63,6,9,2,Saskatoon Quakers,38,2,0,SSHL
4,1963-64,11,8,4,Saskatoon Quakers,39,4,0,SSHL
1,1963-64,6,1,0,Saskatoon Quakers,39,4,0,Al-Cup
3,1964-65,11,3,0,Yorkton Terriers,40,12,0,SSHL
9,1966-67,14,10,1,Saskatoon Quakers,42,2,0,SSHL
