assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Edmonton Bruins,2,1929-30,2,3,2,19,0,EJrHL
0,Edmonton Poolers,1,1930-31,2,1,0,20,0,EJrHL
0,St. Paul/Tulsa,0,1932-33,4,0,0,22,0,AHA
0,Edmonton Eskimos,3,1933-34,2,3,2,23,0,NWHL
1,Spokane Clippers,0,1936-37,3,1,0,26,0,PCHL
2,Portland Buckaroos,0,1937-38,1,2,2,27,0,PCHL
4,Portland Buckaroos,4,1938-39,5,8,8,28,0,PCHL
1,Portland Buckaroos,1,1939-40,5,2,4,29,0,PCHL
1,St. Paul Saints,0,1941-42,2,1,6,31,0,AHA
1,Edmonton Vics,1,1943-44,3,2,2,33,0,Al-Cup
