year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1956-57,17,0,0,0,0,OHA-Jr.,1,Toronto Marlboros,0
1957-58,18,7,2,10,0,OHA-Jr.,32,Guelph Biltmores,17
1958-59,19,34,26,36,0,OHA-Jr.,54,Guelph Biltmores,70
1959-60,20,11,14,6,0,EPHL,58,Trois-Rivieres Lions,17
1960-61,21,11,30,26,0,EPHL,62,Kitchener-Waterloo Beavers,37
1961-62,22,24,65,33,0,EPHL,70,Kitchener-Waterloo Beavers,57
1962-63,23,21,22,28,0,AHL,69,Baltimore Clippers,49
1963-64,24,15,10,12,0,AHL,55,Baltimore Clippers,27
1964-65,25,23,14,16,0,AHL,66,Baltimore Clippers,39
1965-66,26,8,22,8,0,AHL,55,Baltimore Clippers,16
1966-67,27,12,25,16,0,AHL,54,Baltimore Clippers,28
1967-68,28,29,22,27,0,AHL,72,Baltimore Clippers,56
1968-69,29,44,34,19,0,AHL,73,Baltimore Clippers,63
