assists,team,goals,year,games_played,points,pim,age,plus_minus,league
13,Guelph Midget Platers,14,1983-84,23,27,20,16,0,Minor-ON
12,Hamilton Steelhawks,10,1984-85,50,22,13,17,0,OHL
44,2 Teams,38,1985-86,66,82,24,18,0,OHL
2,Hamilton Steelhawks,3,1985-86,7,5,4,18,0,OHL
42,Sudbury Wolves,35,1985-86,59,77,20,18,0,OHL
57,Sudbury Wolves,40,1986-87,63,97,18,19,0,OHL
30,Saginaw Hawks,18,1987-88,75,48,44,20,0,IHL
17,Saginaw Hawks,15,1988-89,30,32,10,21,0,IHL
2,Indianapolis Ice,1,1990-91,3,3,0,23,0,IHL
9,Phoenix Roadrunners,6,1996-97,33,15,10,29,0,IHL
0,Adler Mannheim,0,1997-98,1,0,0,30,0,EuroHL
8,2 Teams,5,1997-98,29,13,18,30,0,Germany
5,Augsburger Panther,1,1997-98,15,6,16,30,0,Germany
3,Adler Mannheim,4,1997-98,14,7,2,30,0,Germany
18,Adler Mannheim,6,1998-99,45,24,44,31,0,Germany
2,Adler Mannheim,0,1998-99,5,2,8,31,0,EuroHL
