shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1962-63,10,0,,0,0,0,0,0,1,MTL,1,23,0,NHL,0,,14,2,[],0
0,1963-64,149,0,,0,0,0,2,0,15,MTL,2,24,1,NHL,0,,70,17,"[{'link': '/awards/voting-1964.html#calder', 'name': 'Calder-3'}, {'link': '/awards/voting-1964.html#norris', 'name': 'Norris-5'}]",0
0,1964-65,93,0,,0,0,0,0,0,7,MTL,0,25,0,NHL,0,,62,7,[],0
0,1965-66,91,0,,0,0,0,1,0,11,MTL,1,26,0,NHL,0,,69,12,[],0
0,1966-67,99,0,,0,0,0,0,0,16,MTL,0,27,0,NHL,0,,56,16,"[{'link': '/awards/voting-1967.html#norris', 'name': 'Norris-8'}]",0
6.4,1967-68,66,8,,0,47,0,3,21,8,MTL,3,28,1,NHL,0,,57,11,[],0
0.0,1968-69,37,3,,0,14,0,0,7,3,MTL,0,29,0,NHL,0,,21,3,[],0
6.7,1969-70,109,18,,0,60,0,4,27,18,MTL,4,30,0,NHL,0,,75,22,[],0
1.6,1970-71,116,20,,1,61,0,1,35,21,MTL,1,31,0,NHL,0,,78,22,[],0
5.1,1971-72,35,11,,1,39,0,2,9,12,MTL,2,32,0,NHL,0,,52,14,[],0
1.6,1972-73,74,8,,0,64,0,1,6,8,LAK,1,33,1,NHL,0,,77,9,[],0
0.0,1973-74,119,17,,0,114,0,0,25,17,LAK,0,34,0,NHL,0,,77,17,[],0
5.2,1974-75,120,20,,1,96,0,4,38,21,LAK,5,35,0,NHL,0,,0,26,"[{'link': '/awards/voting-1975.html#AS', 'name': 'AS-9'}]",1
7.2,1975-76,59,14,,0,111,11,4,6,25,DET,8,36,0,NHL,0,,69,33,[],4
6.7,1976-77,28,8,,0,60,0,3,-23,8,DET,4,37,0,NHL,0,,52,12,[],1
2.6,1977-78,85,16,,1,76,0,2,19,17,DET,2,38,0,NHL,0,,80,19,[],0
0.0,1978-79,58,4,,2,33,0,0,-3,6,DET,0,39,0,NHL,0,,51,6,[],0
7.1,1979-80,6,5,,0,14,0,1,5,5,STL,1,40,0,NHL,0,,11,6,[],0
0.0,1980-81,8,2,,0,6,0,0,-3,2,CLR,0,41,0,NHL,0,,15,2,[],0
