shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,429,7,0,1981-82,0,2,3.92,QAAA,0,28,0,0,5,0,0,15,0,0,0,0,Lac St-Louis Lions
0,0,0,0,400,7,0,1982-83,0,4,4.50,QAAA,0,30,0,0,3,0,0,16,0,0,0,0,Lac St-Louis Lions
0,0,0,0,600,10,0,1987-88,0,7,2.50,Finland,0,25,0,0,3,0,0,21,0,2,0,0,Tappara Tampere
0,0,0,0,419,7,0,1988-89,0,5,3.44,AHL,0,24,0,0,2,0,0,22,0,0,0,0,Moncton Hawks
0,0,0,0,214,4,0,1990-91,0,2,2.80,IHL,0,10,0,0,1,0,0,24,0,0,0,0,Peoria Rivermen
0,0,0,0,118,2,0,1994-95,0,0,5.08,IHL,0,10,0,0,2,0,0,28,0,0,0,0,Minnesota Moose
0,0,0,0,1096,18,0,1996-97,0,13,2.24,IHL,0,41,0,0,5,0,0,30,0,2,0,0,Long Beach Ice Dogs
0,0,0,0,582,10,0,1997-98,0,5,3.30,IHL,0,32,0,0,5,0,0,31,0,0,0,0,Cleveland Lumberjacks
38,0,0,34,86,2,0,1998-99,0,0,2.79,AHL,0,4,0,0,0,0,.895,32,0,0,0,0,Rochester Americans
0,0,0,0,273,4,0,1999-00,0,1,1.54,Finland,0,7,0,0,3,0,0,33,0,1,0,0,Lukko Rauma
0,0,0,0,617,10,0,2001-02,0,7,1.75,Finland,0,18,0,0,3,0,0,35,12,0,0,0,Tappara Tampere
