bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,3.65,0,201,NHL,0,19,0,177,0,0,0,0,24,.881,1996-97,HAR,4,0.6,0,0,1,8,394
0,0,[],1,3.21,-4.78,447,NHL,0,21,0,401,4,0,0,112,46,.897,1998-99,CGY,7,2.1,1,1,6,15,860
0,0,[],0,2.73,0,175,NHL,0,22,0,160,2,0,0,0,15,.914,1999-00,CGY,3,1.3,0,1,1,7,330
0,4,[],2,2.57,7.42,976,NHL,0,23,0,889,8,0,0,92,87,.911,2000-01,MDA,17,6.8,2,5,11,34,2031
0,4,[],0,2.13,16.67,1384,NHL,0,24,0,1273,28,0,0,87,111,.920,2001-02,MDA,25,10.4,0,6,20,53,3127
0,8,"[{'link': '/awards/voting-2003.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2003.html#hart', 'name': 'Hart-18'}, {'link': '/awards/smythe.html#2003', 'name': None}, {'link': '/awards/voting-2003.html#vezina', 'name': 'Vezina-9'}]",0,2.30,20.92,1820,NHL,0,25,0,1675,8,0,0,87,145,.920,2002-03,MDA,22,13.5,0,6,34,65,3775
0,3,[],2,2.62,4.54,1623,NHL,0,26,0,1483,4,0,0,97,140,.914,2003-04,MDA,31,10.5,2,6,17,55,3210
0,2,"[{'link': '/awards/voting-2006.html#vezina', 'name': 'Vezina-9'}]",0,2.66,17.05,1692,NHL,0,28,0,1542,20,0,0,90,150,.911,2005-06,MDA,15,12.0,0,0,30,60,3381
0,4,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2007.html#vezina', 'name': 'Vezina-8'}]",2,2.26,19.19,1490,NHL,0,29,0,1368,0,0,0,86,122,.918,2006-07,ANA,10,11.2,2,8,36,56,3245
8,4,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2008.html#byng', 'name': 'Byng-37'}, {'link': '/awards/voting-2008.html#vezina', 'name': 'Vezina-4'}]",0,2.12,19.99,1508,NHL,38,30,.667,1391,4,0,57,85,117,.922,2007-08,ANA,17,11.7,0,6,35,58,3310
10,2,[],0,3.10,-10.42,1274,NHL,20,31,.455,1147,4,0,44,109,127,.900,2008-09,ANA,18,6.4,0,6,19,46,2458
4,3,[],0,2.85,-4.52,1031,NHL,14,32,.438,935,2,0,32,105,96,.907,2009-10,TOT,15,5.7,0,7,10,35,2023
3,1,[],0,3.14,-6.54,580,NHL,6,32,.353,522,2,0,17,113,58,.900,2009-10,ANA,8,2.7,0,5,4,20,1108
1,2,[],0,2.49,2.02,451,NHL,8,32,.533,413,0,0,15,95,38,.916,2009-10,TOR,7,2.9,0,2,6,15,915
3,0,[],0,2.87,-10.31,777,NHL,13,33,.500,699,4,0,26,115,78,.900,2010-11,TOR,11,3.4,0,4,11,33,1633
4,2,[],0,2.27,4.49,850,NHL,19,34,.633,781,2,0,30,94,69,.919,2011-12,COL,11,5.7,0,3,15,32,1820
1,0,[],0,2.84,-1.69,469,NHL,4,35,.286,426,4,0,14,104,43,.908,2012-13,COL,4,2.7,0,4,5,18,908
4,2,[],0,2.62,-0.61,608,NHL,12,36,.632,555,4,0,19,101,53,.913,2013-14,COL,6,3.6,0,1,11,22,1212
