assists,year,games_played,points,goals,team,age,pim,plus_minus,league
23,2003-04,36,59,36,Soo North Stars,17,41,0,GNML
22,2004-05,59,46,24,Guelph Storm,18,29,0,OHL
54,2005-06,66,79,25,Guelph Storm,19,81,18,OHL
28,2006-07,63,49,21,Hamilton Bulldogs,20,33,18,AHL
30,2007-08,76,53,23,Hamilton Bulldogs,21,38,-22,AHL
11,2008-09,20,25,14,Hamilton Bulldogs,22,16,7,AHL
1,2009-10,3,1,0,Hamilton Bulldogs,23,2,-1,AHL
6,2012-13,10,8,2,SC Riessersee Garmisch-Partenkirchen,26,6,0,German-2
0,2014-15,2,1,1,Gen\xc3\x83\xc2\xa8ve-Servette HC,28,0,0,Swiss Cup
23,2014-15,40,37,14,Gen\xc3\x83\xc2\xa8ve-Servette HC,28,30,11,NLA
9,2014-15,8,13,4,Gen\xc3\x83\xc2\xa8ve-Servette HC,28,6,7,Champions HL
