age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,0,0,NHL,8,0,2008-09,0,4,0,97,0,0,16,BOS,0
23,,5.6,1,5,-6,NHL,13,0,2009-10,0,18,1,185,0,6,36,BOS,6
28,,9.1,1,0,-3,NHL,4,0,2014-15,0,11,1,77,0,2,23,WPG,1
