pim,team,assists,plus_minus,points,league,games_played,year,age,goals
36,Hull Olympiques,5,0,6,QMJHL,60,1977-78,16,1
147,2 Teams,24,0,25,QMJHL,72,1978-79,17,1
5,Hull Olympiques,1,0,1,QMJHL,6,1978-79,17,0
142,Chicoutimi Sagueneens,23,0,24,QMJHL,66,1978-79,17,1
219,Chicoutimi Sagueneens,29,0,32,QMJHL,65,1979-80,18,3
240,Chicoutimi Sagueneens,35,0,46,QMJHL,67,1980-81,19,11
130,Fredericton Express,9,0,13,AHL,69,1981-82,20,4
165,Fredericton Express,18,0,22,AHL,68,1982-83,21,4
96,Fredericton Express,15,0,17,AHL,70,1983-84,22,2
160,2 Teams,16,0,17,AHL,60,1984-85,23,1
74,Fredericton Express,9,0,9,AHL,29,1984-85,23,0
86,Maine Mariners,7,0,8,AHL,31,1984-85,23,1
29,Maine Mariners,6,0,7,AHL,66,1985-86,24,1
105,Riviere-du-Loup 3 L\'s,19,0,21,RHL,29,1986-87,25,2
