power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,20,5,0,NHL,1989-90,19,2,EDM,,3,6,0,0,24,,SC,8.3,2
0,18,9,1,NHL,1990-91,20,3,EDM,,6,25,4,0,29,,,10.3,3
0,15,4,0,NHL,1991-92,21,1,EDM,,3,10,-3,0,15,,,6.7,1
2,0,9,1,NHL,1993-94,23,5,VAN,,4,14,-1,0,35,,,14.3,3
0,3,1,0,NHL,1994-95,24,0,VAN,,1,0,1,0,5,,,0.0,0
1,6,2,0,NHL,1995-96,25,1,VAN,,1,12,-1,0,8,,,12.5,0
0,6,3,0,NHL,1998-99,28,0,CAR,117,3,2,-4,0,12,,,0.0,0
0,6,1,0,NHL,2000-01,30,0,CAR,107,1,6,-4,0,4,,,0.0,0
0,0,7,1,NHL,2001-02,31,3,CAR,328,4,10,6,0,33,,,9.1,3
2,0,15,3,NHL,2003-04,33,8,CGY,415,7,35,10,0,51,,,15.7,6
