power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,2,0,NHL,1986-87,21,0,HAR,,2,2,4,0,2,,,0.0,0
1,6,2,0,NHL,1987-88,22,1,HAR,,1,4,0,0,9,,,11.1,0
0,3,1,0,NHL,1988-89,23,0,HAR,,1,4,-3,0,2,,,0.0,0
0,5,0,0,NHL,1989-90,24,0,HAR,,0,2,0,0,10,,,0.0,0
0,6,2,0,NHL,1990-91,25,0,HAR,,2,2,2,0,10,,,0.0,0
0,7,3,0,NHL,1991-92,26,1,WSH,,2,4,4,0,13,,,7.7,1
0,6,2,0,NHL,1992-93,27,1,WSH,,1,4,-3,0,8,,,12.5,1
0,9,9,0,NHL,1993-94,28,1,WSH,,8,6,3,0,30,,,3.3,1
0,7,4,0,NHL,1994-95,29,1,WSH,,3,2,-9,0,16,,,6.3,1
1,6,2,0,NHL,1995-96,30,2,WSH,,0,12,-3,0,25,,,8.0,1
0,17,3,0,NHL,1998-99,33,2,TOR,19:49,1,10,-3,0,19,337,,10.5,2
2,0,3,0,NHL,1999-00,34,2,DAL,16:54,1,8,0,0,24,389,,8.3,0
0,5,0,0,NHL,2000-01,35,0,WSH,21:11,0,2,-1,0,4,106,,0.0,0
