age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,50.0,1,1,3,NHL,5,0,1990-91,0,2,1,,0,25,,DET,2
20,,0.0,0,0,-1,NHL,11,0,1991-92,0,11,0,,0,14,,DET,0
21,,0.0,0,2,1,NHL,7,0,1992-93,0,7,0,,0,26,,DET,2
22,,0.0,0,2,0,NHL,7,0,1993-94,0,12,0,,0,6,,DET,2
23,,11.8,2,5,-2,NHL,17,0,1994-95,0,34,4,,2,45,,DET,9
24,,2.5,1,4,-1,NHL,17,0,1995-96,0,40,1,,0,28,,DET,5
27,,0.0,0,3,-3,NHL,6,0,1998-99,0,9,0,24:35,0,6,148,CAR,3
28,,5.4,2,11,-4,NHL,18,0,1999-00,1,37,2,20:25,0,13,368,PHI,13
29,,0.0,0,3,-3,NHL,4,0,2000-01,0,10,0,19:44,0,8,79,PHI,3
30,,0.0,0,0,-3,NHL,5,0,2001-02,0,8,0,17:20,0,6,87,PHI,0
31,,3.6,1,1,-2,NHL,13,0,2002-03,0,28,1,20:21,0,14,265,PHI,2
32,,20.5,0,7,11,NHL,18,0,2003-04,3,44,9,18:58,0,22,342,PHI,16
