pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Vancouver Vipers,6,0,13,Brick Invita,7,2006-07,9,7
0,Burnaby Winter Club Bruins,0,0,22,QC Int PW AA,7,2009-10,12,0
0,Burnaby Winter Club Bntm A1-T1,98,0,153,PCBHL,51,2011-12,14,55
2,Burnaby Winter Club Bntm A1-T1,7,0,14,John Reid Ba,6,2011-12,14,7
6,Coquitlam Express,2,0,2,BCHL,6,2012-13,15,0
34,Vancouver NE Chiefs,74,0,103,BCMML,34,2012-13,15,29
0,Team British Columbia ,5,0,8,WCCC-16,4,2012-13,15,3
20,Seattle Thunderbirds,40,3,54,WHL,59,2013-14,16,14
6,Canada U18,1,0,4,WJC-18,7,2013-14,16,3
2,Team White,1,0,1,U18-Dev,3,2014-15,17,0
20,Seattle Thunderbirds,45,13,57,WHL,44,2014-15,17,12
0,Canada U18,9,2,12,WJC-18,7,2014-15,17,3
0,Canada U18,5,5,7,Hlinka Memor,5,2014-15,17,2
2,WHL All-Stars,2,3,2,Jr Super Ser,2,2015-16,18,0
58,Seattle Thunderbirds,61,22,88,WHL,58,2015-16,18,27
0,Canada U20,1,0,3,WJC-20,5,2015-16,18,2
20,Seattle Thunderbirds,69,32,79,WHL,41,2016-17,19,10
4,Canada U20,5,4,8,WJC-20,7,2016-17,19,3
