pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Lac St-Louis Lions,1,0,4,QAAA,3,1988-89,15,3
0,Chicoutimi Sagueneens,3,0,3,QMJHL,7,1989-90,16,0
2,Trois-Rivieres Draveurs,2,0,5,QMJHL,6,1990-91,17,3
10,Hull Olympiques,5,0,8,QMJHL,6,1991-92,18,3
6,Hull Olympiques,8,0,15,QMJHL,10,1992-93,19,7
0,Cornwall Aces,0,0,0,AHL,1,1993-94,20,0
10,Cornwall Aces,1,0,3,AHL,7,1994-95,21,2
2,Cornwall Aces,0,0,4,AHL,8,1995-96,22,4
0,Adirondack Red Wings,2,0,3,AHL,4,1996-97,23,1
0,Adirondack Red Wings,1,0,2,AHL,3,1997-98,24,1
0,Hershey Bears,1,0,2,AHL,5,1998-99,25,1
12,Louisville Panthers,1,0,2,AHL,4,1999-00,26,1
