pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Torpedo Nizhny Novgorod 2,30,0,50,CIS-2,60,1994-95,15,20
20,Torpedo Nizhny Novgorod Jr.,25,0,47,CIS-Jr.,60,1995-96,16,22
8,Torpedo Nizhny Novgorod,1,0,2,Russia,15,1996-97,17,1
4,Dynamo Moscow,4,0,5,Russia,30,1997-98,18,1
0,Russia,2,0,5,WJC-A,7,1997-98,18,3
10,Dynamo Moscow,2,0,10,Russia,34,1998-99,19,8
4,Russia,3,0,7,WJC-A,7,1998-99,19,4
4,Syracuse Crunch,6,5,13,AHL,14,1999-00,20,7
12,Kansas City Blades,4,10,11,IHL,10,2000-01,21,7
4,Manitoba Moose,12,8,19,AHL,19,2001-02,22,7
0,Russia,1,1,1,W-Cup,4,2004-05,25,0
10,Dynamo Moscow,9,0,13,Russia,27,2004-05,25,4
36,Avangard Omsk,15,0,25,Russia,47,2005-06,26,10
4,Avangard Omsk,27,0,36,Russia,40,2006-07,27,9
34,Avangard Omsk,23,0,33,Russia,47,2007-08,28,10
2,Torpedo Nizhny Novgorod,17,0,21,KHL,40,2008-09,29,4
0,Dynamo Moscow,0,0,0,KHL,2,2009-10,30,0
