year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1956-57,17,0,4,0,0,OHA-Jr.,1,St. Michael\'s Majors,0
1957-58,18,2,12,4,0,OHA-Jr.,9,St. Michael\'s Majors,6
1958-59,19,0,42,3,0,OHA-Jr.,15,St. Michael\'s Majors,3
1959-60,20,1,14,1,0,OHA-Sr.,8,Kitchener-Waterloo Dutchmen,2
1960-61,21,7,24,8,0,OHA-Sr.,15,Galt Terriers,15
1960-61,21,4,22,6,0,Al-Cup,12,Galt Terriers,10
1961-62,22,0,0,0,0,AHL,2,Rochester Americans,0
1962-63,23,0,7,0,0,AHL,2,Rochester Americans,0
1963-64,24,0,0,0,0,AHL,2,Rochester Americans,0
1964-65,25,1,8,2,0,AHL,10,Rochester Americans,3
1965-66,26,2,12,2,0,AHL,12,Rochester Americans,4
1966-67,27,1,14,0,0,AHL,13,Rochester Americans,1
1967-68,28,1,12,6,0,AHL,11,Rochester Americans,7
1968-69,29,0,8,1,0,WHL,8,Vancouver Canucks,1
1969-70,30,1,8,8,0,CHL,11,Iowa Stars,9
1971-72,32,1,16,10,0,OHA-Sr.,16,Barrie Flyers,11
