year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1988-89,25,3,6,4,0,W.German,7,SB DJK Rosenheim,7
1989-90,26,8,14,4,0,W.German,10,SB DJK Rosenheim,12
1990-91,27,16,6,8,0,Germany,11,SB DJK Rosenheim,24
1991-92,28,3,8,8,0,Germany,10,SB DJK Rosenheim,11
1992-93,29,2,6,3,0,Swiss,4,Zurcher SC,5
1994-95,31,3,2,5,0,Germany,7,Star Bulls Rosenheim,8
1995-96,32,6,4,9,0,Germany,13,Dusseldorfer EG,15
1996-97,33,1,6,2,0,Germany,4,Dusseldorfer EG,3
1997-98,34,0,2,1,0,Germany,3,Dusseldorfer EG,1
