bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,QJHL,8,Trois-Rivieres Reds,490,18,4,0,0,29,0,0,0,0,4,0,0,0,0,0,1948-49,0,3.55,0,0
0,QJHL,9,Trois-Rivieres Reds,549,19,5,0,0,30,0,0,0,0,4,0,0,0,0,0,1949-50,0,3.28,0,0
0,QJHL,8,Trois-Rivieres Reds,517,20,4,0,0,30,0,0,0,0,4,0,0,0,0,0,1950-51,0,3.48,0,0
0,AHL,1,Providence Reds,60,21,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1951-52,0,7.00,0,0
0,QHL,9,Montreal Royals,544,23,4,0,0,22,0,0,0,2,5,0,0,0,0,0,1953-54,0,2.43,0,0
0,QHL,12,Shawinigan Cataracts,720,24,3,0,0,31,0,0,0,1,9,0,0,0,0,0,1954-55,0,2.58,0,0
0,QHL,11,Shawinigan Cataracts,665,25,5,0,0,24,0,0,0,2,6,0,0,0,0,0,1955-56,0,2.17,0,0
0,AHL,10,Rochester Americans,637,26,5,0,0,27,0,0,0,2,5,0,0,0,0,0,1956-57,0,2.54,0,0
0,AHL,11,Hershey Bears,660,27,3,0,0,31,0,0,0,0,8,0,0,0,0,0,1957-58,0,2.82,0,0
0,AHL,13,Hershey Bears,780,28,5,0,0,35,0,0,0,1,8,0,0,0,0,0,1958-59,0,2.69,0,0
0,AHL,8,Hershey Bears,504,30,4,0,0,24,0,0,0,0,4,0,0,0,0,0,1960-61,0,2.86,0,0
0,AHL,7,Hershey Bears,451,31,4,0,0,17,0,0,0,0,3,0,0,0,0,0,1961-62,0,2.26,0,0
0,AHL,2,Rochester Americans,120,32,2,0,0,11,0,0,0,0,0,0,0,0,0,0,1962-63,0,5.50,0,0
0,WHL,11,San Francisco Seals,677,33,3,0,0,41,0,0,0,0,8,0,0,0,0,0,1963-64,0,3.63,0,0
0,AHL,9,Rochester Americans,532,35,2,0,0,17,0,0,0,2,7,0,0,0,0,0,1965-66,0,1.92,0,0
0,AHL,13,Rochester Americans,785,36,7,0,0,38,0,0,0,2,6,0,0,0,0,0,1966-67,0,2.90,0,0
0,AHL,9,Rochester Americans,515,37,3,0,0,28,0,0,0,1,5,0,0,0,0,0,1967-68,0,3.26,0,0
0,IHL,8,Des Moines Oak Leafs,478,40,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1970-71,0,2.64,0,0
0,IHL,3,Des Moines Oak Leafs,180,41,3,0,0,15,0,0,0,0,0,0,0,0,0,0,1971-72,0,5.00,0,0
