age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,6.7,1,1,1,NHL,5,0,1996-97,1,15,1,,0,14,,DAL,2
22,,2.9,1,4,-5,NHL,16,0,1997-98,1,35,1,,0,14,,DAL,5
23,SC,21.7,6,7,7,NHL,0,0,1998-99,3,46,10,407,0,16,,DAL,17
24,,3.7,0,7,-1,NHL,15,0,1999-00,0,27,1,232,1,18,,DAL,8
25,,9.1,2,2,2,NHL,10,0,2000-01,1,22,2,194,0,6,,DAL,4
26,,0.0,0,1,-2,NHL,5,0,2001-02,0,14,0,75,0,8,,NJD,1
27,SC,20.8,0,7,11,NHL,0,0,2002-03,0,53,0,421,1,16,,NJD,0
28,,0.0,0,2,0,NHL,5,0,2003-04,0,11,0,75,0,2,,NJD,2
30,,17.6,2,10,5,NHL,9,0,2005-06,1,17,3,178,1,16,,NJD,13
31,,5.3,1,6,3,NHL,11,0,2006-07,1,38,2,212,1,7,,NJD,8
32,,0.0,0,4,-5,NHL,5,0,2007-08,0,18,0,92,0,4,20,NJD,4
33,,12.5,2,1,0,NHL,4,0,2008-09,0,16,2,65,0,2,28,NJD,3
34,,0.0,0,1,-1,NHL,5,0,2009-10,0,10,0,93,0,4,19,NJD,1
36,,12.5,1,0,-1,NHL,9,0,2011-12,0,8,1,86,0,11,13,STL,1
