average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,26,0,0,0,0,0,0,0,0,1920-21,OTS,0,0,[],0,,14
,2,0,0,NHL,27,0,0,0,0,0,0,0,0,1921-22,OTS,2,0,[],0,,1
,1,0,0,NHL,28,0,0,0,0,0,0,0,0,1922-23,HAM,1,0,[],0,,5
,0,0,0,NHL,29,0,0,0,0,0,0,0,0,1923-24,OTS,0,0,[],0,,3
,0,0,0,NHL,30,0,0,0,0,0,0,0,0,1924-25,OTS,0,0,[],0,,3
,0,0,0,NHL,31,0,0,0,0,0,0,0,0,1925-26,OTS,0,0,[],0,,1
