power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,1,0,NHL,1992-93,21,0,QUE,,1,2,-3,0,6,,,0.0,0
0,6,1,0,NHL,1994-95,23,0,QUE,,1,14,-3,0,6,,,0.0,0
0,0,4,0,NHL,1995-96,24,1,COL,,3,36,11,0,20,,SC,5.0,1
0,17,4,0,NHL,1996-97,25,0,COL,,4,0,3,0,17,,,0.0,0
0,7,0,0,NHL,1997-98,26,0,COL,,0,23,-1,0,12,,,0.0,0
1,19,5,0,NHL,1998-99,27,2,COL,543,3,24,3,0,28,,,7.1,1
0,16,7,0,NHL,1999-00,28,0,COL,417,7,28,6,0,15,,,0.0,0
1,23,7,1,NHL,2000-01,29,3,COL,652,4,0,5,0,28,,SC,10.7,2
0,21,7,0,NHL,2001-02,30,1,COL,583,6,28,-2,0,26,,,3.8,1
0,6,1,0,NHL,2002-03,31,0,COL,145,1,8,2,0,3,,,0.0,0
0,11,4,0,NHL,2003-04,32,0,COL,276,4,10,-2,0,6,,,0.0,0
0,10,0,0,NHL,2007-08,36,0,COL,212,0,6,-6,0,5,12,,0.0,0
0,6,1,0,NHL,2009-10,38,0,COL,128,1,10,-4,0,6,13,,0.0,0
