pim,team,assists,plus_minus,points,league,games_played,year,age,goals
12,UPEI Panthers,10,0,17,AUAA,20,1976-77,18,7
26,UPEI Panthers,30,0,43,AUAA,16,1977-78,19,13
39,UPEI Panthers,22,0,29,AUAA,13,1978-79,20,7
9,Fort Wayne Komets,6,0,9,IHL,6,1979-80,21,3
101,Indianapolis Checkers,21,0,36,CHL,70,1979-80,21,15
156,Indianapolis Checkers,30,0,70,CHL,78,1980-81,22,40
0,Fort Worth Texans,0,0,0,CHL,2,1981-82,23,0
40,Wichita Wind,9,0,15,CHL,25,1982-83,24,6
114,2 Teams,17,0,25,AHL,49,1984-85,26,8
32,Maine Mariners,1,0,1,AHL,12,1984-85,26,0
82,Moncton Golden Flames,16,0,24,AHL,37,1984-85,26,8
54,Charlottetown Islanders,16,0,25,NBSHL,15,1985-86,27,9
69,Charlottetown Islanders,17,0,22,NBSHL,11,1986-87,28,5
30,Fredericton Alpines,8,0,8,NBSHL,14,1989-90,31,0
69,Charlottetown Islanders,21,0,44,NBSHL,25,1990-91,32,23
