year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,17,0,2,0,0,AJHL,1,Red Deer Rustlers,0
1982-83,17,0,2,0,0,WHL,1,Portland Winter Hawks,0
1982-83,17,0,0,0,0,M-Cup,1,Portland Winter Hawks,0
1983-84,18,8,14,14,0,WHL,14,Portland Winter Hawks,22
1984-85,19,3,7,1,0,WHL,6,Portland Winter Hawks,4
1985-86,20,1,8,9,0,WHL,7,Portland Winter Hawks,10
1985-86,20,2,2,5,0,M-Cup,4,Portland Winter Hawks,7
1986-87,21,0,15,0,0,AHL,3,Moncton Golden Flames,0
1987-88,22,1,19,2,0,AHL,5,Maine Mariners,3
1993-94,28,1,5,4,0,Italy,8,HC Bolzano,5
1994-95,29,0,2,0,0,Austria,3,EHC Lustenau,0
1994-95,29,3,0,3,0,Italy,2,HC Asiago,6
1996-97,31,5,2,4,0,Austria-2,5,EHC Lustenau,9
1999-00,34,1,2,0,0,Denmark,6,Vojens IK,1
